sequence,v115@GhA8HeD8FeD8EeC8JeT/IvhFZlBumB3iBtqBXsBarB,v115@GhA8HeD8FeD8EeC8JeT/IvhFihB3iB9qBcrBXsBOqB,v115@GhA8HeD8FeD8EeC8Jei/IvhFRhB3iBTmB0qBXsBFqB,v115@GhA8HeD8FeD8EeC8JeT/IvhF0gBlhB3iBxqBXsB2vB,v115@GhA8HeD8FeD8EeC8JeT/IvhFNlBUhBunB3qB3rBasB,v115@GhA8HeD8FeD8EeC8JeT/IvhFdmBRiBCnB0qBXsBOqB,v115@GhA8HeD8FeD8EeC8JeT/IvhF0hBliBxqBXsBKqBfrB,v115@GhA8HeD8FeD8EeC8JeT/IvhFZlB0hBliBCrBXsBfrB,v115@GhA8HeD8FeD8EeC8JeT/IvhFRhBunB/rBasB0qBNqB,v115@GhA8HeD8FeD8EeC8JeT/IvhF3iBxlB0lBlmB2vBXsB,v115@GhA8HeD8FeD8EeC8JeT/IvhFamBumB3iB0qBXsBNqB,v115@GhA8HeD8FeD8EeC8Jex/IvhFihB3iB9qBcrBXsBmpB,v115@GhA8HeD8FeD8EeC8JeT/IvhFNlBymBunBfsB3qBUrB,v115@GhA8HeD8FeD8EeC8JeiBJvhF3iBxkBcrB9qBXsBmpB,v115@GhA8HeD8FeD8EeC8JeT/IvhF3hBunBdsBiqB/qBUrB,v115@GhA8HeD8FeD8EeC8JeT/IvhFUhBunBdsBiqB/qB3rB,v115@GhA8HeD8FeD8EeC8Je3CJvhFxkBdrBqrBmkBUnB3qB,v115@GhA8HeD8FeD8EeC8JeT/IvhFZlB3hB3iBUrBFsBuqB,v115@GhA8HeD8FeD8EeC8JeT/IvhFZlBWmB3iB8qBFsB3rB,v115@GhA8HeD8FeD8EeC8Jei/IvhF3iBUlBxrBFrB3qBzrB
SZOISTL,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SZOISTJ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SZOISLT,X,O,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
SZOISLJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SZOISJT,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SZOISJL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SZOLTIJ,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SZOLTIS,X,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SZOLTJI,X,O,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SZOLTJS,X,O,O,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X
SZOLTSI,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SZOLTSJ,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SZOLITJ,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SZOLITS,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O
SZOLIJT,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SZOLIJS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SZOLIST,X,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
SZOLISJ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SZOLJTI,X,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SZOLJTS,X,O,X,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X
SZOLJIT,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SZOLJIS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SZOLJST,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SZOLJSI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SZOLSTI,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SZOLSTJ,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SZOLSIT,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SZOLSIJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SZOLSJT,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SZOLSJI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SZOJTIL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SZOJTIS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SZOJTLI,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SZOJTLS,X,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
SZOJTSI,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SZOJTSL,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SZOJITL,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SZOJITS,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SZOJILT,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SZOJILS,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SZOJIST,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SZOJISL,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SZOJLTI,X,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SZOJLTS,X,O,X,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X
SZOJLIT,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SZOJLIS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SZOJLST,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SZOJLSI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SZOJSTI,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SZOJSTL,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SZOJSIT,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SZOJSIL,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SZOJSLT,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SZOJSLI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SZOSTIL,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
SZOSTIJ,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SZOSTLI,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X
SZOSTLJ,X,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SZOSTJI,O,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
SZOSTJL,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SZOSITL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SZOSITJ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SZOSILT,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SZOSILJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SZOSIJT,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SZOSIJL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SZOSLTI,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SZOSLTJ,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SZOSLIT,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SZOSLIJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SZOSLJT,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SZOSLJI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SZOSJTI,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SZOSJTL,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SZOSJIT,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SZOSJIL,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SZOSJLT,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SZOSJLI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SOTILJS,O,X,X,O,X,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X
SOTILJZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X
SOTILSJ,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SOTILSZ,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SOTILZJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X
SOTILZS,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X
SOTIJLS,O,X,X,O,X,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X
SOTIJLZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SOTIJSL,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SOTIJSZ,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SOTIJZL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
SOTIJZS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
SOTISLJ,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SOTISLZ,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SOTISJL,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SOTISJZ,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SOTISZL,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X
SOTISZJ,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SOTIZLJ,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SOTIZLS,X,O,O,X,X,O,O,O,X,X,X,O,X,X,X,X,X,O,X,X
SOTIZJL,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
SOTIZJS,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
SOTIZSL,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X
SOTIZSJ,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SOTLIJS,O,X,X,X,X,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X
SOTLIJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X
SOTLISJ,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SOTLISZ,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SOTLIZJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X
SOTLIZS,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X
SOTLJIS,O,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X
SOTLJIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
SOTLJSI,O,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
SOTLJSZ,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X
SOTLJZI,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
SOTLJZS,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,O,X,X,X,X
SOTLSIJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SOTLSIZ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SOTLSJI,O,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
SOTLSJZ,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
SOTLSZI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SOTLSZJ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SOTLZIJ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SOTLZIS,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
SOTLZJI,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SOTLZJS,X,O,X,X,X,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X
SOTLZSI,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SOTLZSJ,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SOTJILS,O,X,X,X,X,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X
SOTJILZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SOTJISL,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SOTJISZ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
SOTJIZL,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,X
SOTJIZS,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,X
SOTJLIS,O,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X
SOTJLIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
SOTJLSI,O,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
SOTJLSZ,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X
SOTJLZI,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
SOTJLZS,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,O,X,X,X,X
SOTJSIL,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SOTJSIZ,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
SOTJSLI,O,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
SOTJSLZ,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
SOTJSZI,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SOTJSZL,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SOTJZIL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
SOTJZIS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
SOTJZLI,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SOTJZLS,X,O,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X
SOTJZSI,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SOTJZSL,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SOTSILJ,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SOTSILZ,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SOTSIJL,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SOTSIJZ,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SOTSIZL,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
SOTSIZJ,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SOTSLIJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SOTSLIZ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SOTSLJI,O,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
SOTSLJZ,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
SOTSLZI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SOTSLZJ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SOTSJIL,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SOTSJIZ,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
SOTSJLI,O,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
SOTSJLZ,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
SOTSJZI,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SOTSJZL,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SOTSZIL,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
SOTSZIJ,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SOTSZLI,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
SOTSZLJ,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SOTSZJI,O,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
SOTSZJL,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SOTZILJ,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SOTZILS,X,O,O,X,X,O,O,O,X,X,X,O,X,X,X,X,X,O,X,X
SOTZIJL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
SOTZIJS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
SOTZISL,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X
SOTZISJ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SOTZLIJ,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SOTZLIS,X,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X
SOTZLJI,X,O,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SOTZLJS,X,O,O,X,X,O,X,X,O,X,X,O,O,X,O,X,X,X,X,X
SOTZLSI,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X
SOTZLSJ,X,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SOTZJIL,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X
SOTZJIS,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X
SOTZJLI,X,O,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SOTZJLS,X,O,O,X,X,O,X,X,O,X,X,O,O,X,O,X,X,X,X,X
SOTZJSI,O,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
SOTZJSL,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SOTZSIL,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
SOTZSIJ,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SOTZSLI,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X
SOTZSLJ,X,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SOTZSJI,O,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
SOTZSJL,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SOITLJS,O,X,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
SOITLJZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X
SOITLSJ,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SOITLSZ,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SOITLZJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X
SOITLZS,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X
SOITJLS,O,X,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
SOITJLZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SOITJSL,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SOITJSZ,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SOITJZL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
SOITJZS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
SOITSLJ,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SOITSLZ,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SOITSJL,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SOITSJZ,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SOITSZL,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
SOITSZJ,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SOITZLJ,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SOITZLS,X,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X
SOITZJL,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
SOITZJS,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
SOITZSL,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
SOITZSJ,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SOILTJS,O,X,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
SOILTJZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SOILTSJ,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SOILTSZ,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SOILTZJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SOILTZS,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X
SOILJTS,O,X,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
SOILJTZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SOILJST,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SOILJSZ,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SOILJZT,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SOILJZS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SOILSTJ,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SOILSTZ,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SOILSJT,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SOILSJZ,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SOILSZT,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SOILSZJ,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SOILZTJ,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SOILZTS,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O
SOILZJT,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SOILZJS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SOILZST,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SOILZSJ,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SOIJTLS,O,X,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
SOIJTLZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SOIJTSL,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SOIJTSZ,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
SOIJTZL,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,X
SOIJTZS,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,X
SOIJLTS,O,X,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
SOIJLTZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SOIJLST,O,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SOIJLSZ,X,X,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SOIJLZT,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SOIJLZS,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SOIJSTL,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SOIJSTZ,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SOIJSLT,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SOIJSLZ,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SOIJSZT,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SOIJSZL,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SOIJZTL,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SOIJZTS,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SOIJZLT,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SOIJZLS,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SOIJZST,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SOIJZSL,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SOISTLJ,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SOISTLZ,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
