sequence,v115@RhA8AeB8DeG8CeB8Je/EJvhFUgBamB5nBTjBdsBurB,v115@RhA8AeB8DeG8CeB8Je/EJvhFUgBRhBGjBTmBXsBlsB,v115@RhA8AeB8DeG8CeB8Je/EJvhFFgBxhBTjBUmBXsBGsB,v115@RhA8AeB8DeG8CeB8Je/EJvhFUgBFhBXiBTjBxrBSxB,v115@RhA8AeB8DeG8CeB8Je/EJvhFRgBtmBTjBmlBXsB6sB,v115@RhA8AeB8DeG8CeB8Je/EJvhFFgBXhBTjBxrB8rB+sB,v115@RhA8AeB8DeG8CeB8Je/EJvhFFgBXhB5nBTjBmrB8rB,v115@RhA8AeB8DeG8CeB8Je2EJvhFXhBXiBTjB9sBClB0rB,v115@RhA8AeB8DeG8CeB8Je/EJvhFUgBamBumBTjBXsB9sB,v115@RhA8AeB8DeG8CeB8Je/EJvhFUgBTjBxmBFmBXnBSxB,v115@RhA8AeB8DeG8CeB8Je/EJvhFUgBTjBimB9sBGmBXsB,v115@RhA8AeB8DeG8CeB8Je/EJvhFUgBGhBTjB/rBNsB6sB,v115@RhA8AeB8DeG8CeB8Je/EJvhFUgBGhBxiB/rBNsBCtB,v115@RhA8AeB8DeG8CeB8Je/EJvhFUgBGhB/rBxnBNsBCtB
SSTILOJ,O,X,X,X,X,X,X,X,X,X,X,O,O,X
SSTILOZ,O,X,X,X,X,X,X,X,X,X,X,O,O,X
SSTIJLZ,X,X,X,X,O,X,X,X,X,X,X,O,O,X
SSTIJLO,X,X,X,X,O,X,X,X,X,X,X,O,O,X
SSTIJZL,X,X,X,X,O,O,O,X,X,X,X,O,O,O
SSTIJZO,X,X,X,X,O,O,O,X,X,X,X,O,O,O
SSTIJOL,X,X,X,X,O,X,X,O,X,X,X,O,X,X
SSTIJOZ,X,X,X,X,O,O,O,X,X,X,X,O,O,X
SSTIZLJ,O,X,X,X,X,O,X,X,X,X,X,O,O,X
SSTIZLO,O,X,O,X,X,X,X,X,X,X,X,O,O,X
SSTIZJL,X,X,O,X,X,O,X,X,X,X,X,O,O,O
SSTIZJO,X,X,O,X,X,O,X,X,X,X,X,O,O,O
SSTIZOL,O,X,O,X,X,X,X,X,X,X,X,O,X,X
SSTIZOJ,X,X,O,X,X,O,X,X,X,X,X,O,O,X
SSTIOLJ,O,X,X,X,X,X,X,X,X,X,X,O,X,X
SSTIOLZ,O,X,X,X,X,X,X,X,X,X,X,O,X,X
SSTIOJL,X,X,X,X,O,X,X,O,X,X,X,O,X,X
SSTIOJZ,X,X,X,X,O,O,O,X,X,X,X,O,O,X
SSTIOZL,O,X,O,X,X,X,X,X,X,X,X,O,X,X
SSTIOZJ,X,X,O,X,X,O,X,X,X,X,X,O,O,X
SSTLIJZ,O,X,X,X,X,X,X,X,X,X,X,O,O,X
SSTLIJO,O,X,X,X,X,X,X,X,X,X,X,O,O,X
SSTLIZJ,O,X,X,X,X,O,X,X,X,X,X,O,O,X
SSTLIZO,O,X,X,X,X,X,X,X,X,X,X,O,O,X
SSTLIOJ,O,X,X,X,X,X,X,X,X,X,X,O,O,X
SSTLIOZ,O,X,X,X,X,X,X,X,X,X,X,O,O,X
SSTLJIZ,X,X,X,X,O,X,X,X,O,X,X,O,O,X
SSTLJIO,X,X,X,X,O,X,X,X,O,X,X,O,O,X
SSTLJZI,X,X,X,X,O,X,X,X,O,X,X,O,O,X
SSTLJZO,X,X,X,X,O,X,X,X,O,X,X,O,O,X
SSTLJOI,X,X,X,X,O,X,X,O,O,X,X,O,O,X
SSTLJOZ,X,X,X,X,O,X,X,O,O,X,X,O,O,X
SSTLZIJ,O,X,X,X,X,X,X,X,X,X,X,O,O,X
SSTLZIO,O,X,O,X,X,X,X,X,X,X,X,O,O,X
SSTLZJI,X,X,O,X,X,X,X,X,O,X,X,O,O,X
SSTLZJO,X,X,O,X,X,X,X,X,O,X,X,O,O,X
SSTLZOI,O,X,O,X,X,X,X,X,X,X,X,O,O,X
SSTLZOJ,X,X,O,X,X,X,X,X,X,X,O,O,O,X
SSTLOIJ,O,X,X,X,X,X,X,X,X,X,X,O,O,X
SSTLOIZ,O,X,X,X,X,X,X,X,X,X,X,O,O,X
SSTLOJI,X,X,X,X,O,X,X,O,X,X,X,O,O,X
SSTLOJZ,X,X,X,X,O,X,X,O,X,X,X,O,O,X
SSTLOZI,O,X,O,X,X,X,X,X,X,X,X,O,O,X
SSTLOZJ,X,X,O,X,X,X,X,X,X,X,O,O,O,X
SSTJILZ,X,X,X,X,O,X,X,X,X,X,X,O,O,X
SSTJILO,X,X,X,X,O,X,X,X,X,X,X,O,O,X
SSTJIZL,X,X,X,X,O,O,O,X,X,X,X,O,O,O
SSTJIZO,X,X,X,X,O,O,O,X,X,X,X,O,O,O
SSTJIOL,X,X,X,X,O,X,X,O,X,X,X,O,X,X
SSTJIOZ,X,X,X,X,O,X,O,X,X,X,X,O,O,X
SSTJLIZ,X,X,X,X,O,X,X,X,O,X,X,O,O,X
SSTJLIO,X,X,X,X,O,X,X,X,O,X,X,O,O,X
SSTJLZI,X,X,X,X,O,X,X,X,O,X,X,O,O,X
SSTJLZO,X,X,X,X,O,X,X,X,O,X,X,O,O,X
SSTJLOI,X,X,X,X,O,X,X,O,O,X,X,O,O,X
SSTJLOZ,X,X,X,X,O,X,X,O,O,X,X,O,O,X
SSTJZIL,X,X,O,X,O,X,X,X,X,X,X,O,O,O
SSTJZIO,X,O,O,X,O,X,X,X,X,X,X,O,O,O
SSTJZLI,X,X,O,X,O,X,X,X,O,X,X,O,O,X
SSTJZLO,X,X,O,X,O,X,X,X,O,X,X,O,O,X
SSTJZOI,X,O,O,X,O,X,X,X,X,X,X,O,O,X
SSTJZOL,X,X,O,X,O,X,X,O,X,X,X,O,O,X
SSTJOIL,X,X,X,X,O,X,X,O,X,X,X,O,X,X
SSTJOIZ,X,O,X,X,O,X,O,X,X,X,X,O,O,X
SSTJOLI,X,X,X,X,O,X,X,O,X,X,X,O,O,X
SSTJOLZ,X,X,X,X,O,X,X,O,X,X,X,O,O,X
SSTJOZI,X,O,O,X,O,X,X,X,X,X,X,O,O,X
SSTJOZL,X,X,O,X,O,X,X,O,X,X,X,O,O,X
SSTZILJ,O,X,X,X,X,O,X,X,X,X,X,O,O,X
SSTZILO,O,X,O,X,X,X,X,X,X,X,X,O,O,X
SSTZIJL,X,X,O,X,X,O,X,X,X,X,X,O,O,O
SSTZIJO,X,O,O,X,X,O,X,X,X,X,X,O,O,O
SSTZIOL,O,X,O,X,X,X,X,X,X,X,X,O,X,X
SSTZIOJ,X,X,O,X,X,O,X,X,X,X,X,O,O,X
SSTZLIJ,O,X,X,X,X,X,X,X,X,X,X,O,O,X
SSTZLIO,O,X,O,X,X,X,X,X,X,X,X,O,O,X
SSTZLJI,X,X,O,X,X,X,X,X,O,X,X,O,O,X
SSTZLJO,X,X,O,X,X,X,X,X,O,X,X,O,O,X
SSTZLOI,O,X,O,X,X,X,X,X,X,X,X,O,O,X
SSTZLOJ,X,X,O,X,X,X,X,X,X,X,O,O,O,X
SSTZJIL,X,X,O,X,O,X,X,X,X,X,X,O,O,O
SSTZJIO,X,O,O,X,O,X,X,X,X,X,X,O,O,O
SSTZJLI,X,X,O,X,O,X,X,X,O,X,X,O,O,X
SSTZJLO,X,X,O,X,O,X,X,X,O,X,X,O,O,X
SSTZJOI,X,O,O,X,O,X,X,X,X,X,X,O,O,X
SSTZJOL,X,X,O,X,O,X,X,O,X,X,X,O,O,X
SSTZOIL,O,O,O,X,X,X,X,X,X,X,X,O,X,X
SSTZOIJ,X,O,O,X,X,X,X,X,X,X,X,O,O,X
SSTZOLI,O,O,O,X,X,X,X,X,X,X,X,O,O,X
SSTZOLJ,X,O,O,X,X,X,X,X,X,X,O,O,O,X
SSTZOJI,X,O,O,X,O,X,X,X,X,X,X,O,O,X
SSTZOJL,X,O,O,X,O,X,X,O,X,X,X,O,O,X
SSTOILJ,O,O,X,X,X,X,X,X,X,X,X,O,X,X
SSTOILZ,O,O,X,X,X,X,X,X,X,X,X,O,X,X
SSTOIJL,X,O,X,X,O,X,X,O,X,X,X,O,X,X
SSTOIJZ,X,O,X,X,O,O,O,X,X,X,X,O,O,X
SSTOIZL,O,O,O,X,X,X,X,X,X,X,X,O,X,X
SSTOIZJ,X,O,O,X,X,O,X,X,X,X,X,O,O,X
SSTOLIJ,O,O,X,X,X,X,X,X,X,X,X,O,O,X
SSTOLIZ,O,O,X,X,X,X,X,X,X,X,X,O,O,X
SSTOLJI,X,O,X,X,O,X,X,O,X,X,X,O,O,X
SSTOLJZ,X,O,X,X,O,X,X,O,X,X,X,O,O,X
SSTOLZI,O,O,O,X,X,X,X,X,X,X,X,O,O,X
SSTOLZJ,X,O,O,X,X,X,X,X,X,X,O,O,O,X
SSTOJIL,X,O,X,X,O,X,X,O,X,X,X,O,X,X
SSTOJIZ,X,O,X,X,O,X,O,X,X,X,X,O,O,X
SSTOJLI,X,O,X,X,O,X,X,O,X,X,X,O,O,X
SSTOJLZ,X,O,X,X,O,X,X,O,X,X,X,O,O,X
SSTOJZI,X,O,O,X,O,X,X,X,X,X,X,O,O,X
SSTOJZL,X,O,O,X,O,X,X,O,X,X,X,O,O,X
SSTOZIL,O,O,O,X,X,X,X,X,X,X,X,O,X,X
SSTOZIJ,X,O,O,X,X,X,X,X,X,X,X,O,O,X
SSTOZLI,O,O,O,X,X,X,X,X,X,X,X,O,O,X
SSTOZLJ,X,O,O,X,X,X,X,X,X,X,O,O,O,X
SSTOZJI,X,O,O,X,O,X,X,X,X,X,X,O,O,X
SSTOZJL,X,O,O,X,O,X,X,O,X,X,X,O,O,X
SSITLJZ,O,X,X,O,X,X,X,X,X,X,X,O,O,X
SSITLJO,O,X,X,O,X,X,X,X,X,X,X,O,O,X
SSITLZJ,O,X,X,O,X,O,X,X,X,X,X,O,O,X
SSITLZO,O,X,X,O,X,X,X,X,X,X,X,O,O,X
SSITLOJ,O,X,X,O,X,X,X,X,X,X,X,O,O,X
SSITLOZ,O,X,X,O,X,X,X,X,X,X,X,O,O,X
SSITJLZ,X,X,X,X,O,X,X,X,X,X,X,O,O,X
SSITJLO,X,X,X,X,O,X,X,X,X,X,X,O,O,X
SSITJZL,X,X,X,X,O,O,O,X,X,X,X,O,O,O
SSITJZO,X,X,X,X,O,O,O,X,X,X,X,O,O,O
SSITJOL,X,X,X,X,O,X,X,X,X,X,X,O,X,X
SSITJOZ,X,X,X,X,O,O,O,X,X,X,X,O,O,X
SSITZLJ,O,X,X,O,X,O,X,X,X,X,X,O,O,X
SSITZLO,O,X,O,O,X,X,X,X,X,X,X,O,O,X
SSITZJL,X,X,O,X,X,O,X,X,X,X,X,O,O,O
SSITZJO,X,X,O,X,X,O,X,X,X,X,X,O,O,O
SSITZOL,O,X,O,O,X,X,X,X,X,X,X,O,X,X
SSITZOJ,X,X,O,X,X,O,X,X,X,X,X,O,O,X
SSITOLJ,O,X,X,O,X,X,X,X,X,X,X,O,X,X
SSITOLZ,O,X,X,O,X,X,X,X,X,X,X,O,X,X
SSITOJL,X,X,X,X,O,X,X,X,X,X,X,O,X,X
SSITOJZ,X,X,X,X,O,O,O,X,X,X,X,O,O,X
SSITOZL,O,X,O,O,X,X,X,X,X,X,X,O,X,X
SSITOZJ,X,X,O,X,X,O,X,X,X,X,X,O,O,X
SSILTJZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SSILTJO,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SSILTZJ,O,X,X,O,X,O,X,X,X,X,X,X,X,X
SSILTZO,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SSILTOJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SSILTOZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SSILJTZ,X,X,X,O,O,X,X,X,O,X,X,X,X,X
SSILJTO,X,X,X,O,O,X,X,X,O,X,X,X,X,X
SSILJZT,X,X,X,O,X,X,X,X,O,X,X,X,X,O
SSILJZO,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SSILJOT,X,X,X,O,O,X,X,X,X,X,X,X,X,X
SSILJOZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SSILZTJ,O,X,X,O,X,O,X,X,X,X,X,X,X,X
SSILZTO,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SSILZJT,X,X,X,O,X,O,X,X,O,X,X,X,X,O
SSILZJO,X,X,X,O,X,O,X,X,X,X,X,X,X,X
SSILZOT,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SSILZOJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SSILOTJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SSILOTZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SSILOJT,X,X,X,O,O,X,X,X,X,X,X,X,X,X
SSILOJZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SSILOZT,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SSILOZJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SSIJTLZ,X,X,X,X,O,X,X,X,X,X,X,O,O,X
SSIJTLO,X,X,X,X,O,X,X,X,X,X,X,O,O,X
SSIJTZL,X,X,X,X,O,O,O,X,X,X,X,O,O,O
SSIJTZO,X,X,X,X,O,O,O,X,X,X,X,O,O,O
SSIJTOL,X,X,X,X,O,X,X,X,X,X,X,O,X,X
SSIJTOZ,X,X,X,X,O,O,O,X,X,X,X,O,O,X
SSIJLTZ,X,X,X,X,O,X,X,X,O,X,X,X,X,X
SSIJLTO,X,X,X,X,O,X,X,X,O,X,X,X,X,X
SSIJLZT,X,X,X,X,X,X,X,X,O,X,X,X,X,O
SSIJLZO,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SSIJLOT,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SSIJLOZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SSIJZTL,X,X,X,X,O,O,O,X,X,X,X,O,O,O
SSIJZTO,X,O,X,X,O,O,O,X,X,X,X,O,O,O
SSIJZLT,X,X,X,X,X,O,O,X,O,X,X,X,X,O
SSIJZLO,X,O,X,X,X,O,O,X,X,X,X,X,X,X
SSIJZOT,X,O,X,X,O,O,O,X,X,X,X,O,X,O
SSIJZOL,X,O,X,X,X,O,O,X,X,X,X,X,X,X
SSIJOTL,X,X,X,X,O,X,X,X,X,X,X,O,X,X
SSIJOTZ,X,O,X,X,O,O,O,X,X,X,X,O,X,X
SSIJOLT,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SSIJOLZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SSIJOZT,X,O,X,X,O,O,O,X,X,X,X,O,X,O
SSIJOZL,X,O,X,X,X,O,O,X,X,X,X,X,X,X
SSIZTLJ,O,X,X,O,X,O,X,X,X,X,X,O,O,X
SSIZTLO,O,X,O,O,X,X,X,X,X,X,X,O,O,X
SSIZTJL,X,X,O,X,X,O,X,X,X,X,X,O,O,O
SSIZTJO,X,O,O,X,X,O,X,X,X,X,X,O,O,O
SSIZTOL,O,X,O,O,X,X,X,X,X,X,X,O,X,X
SSIZTOJ,X,X,O,X,X,O,X,X,X,X,X,O,O,X
SSIZLTJ,O,X,X,O,X,O,X,X,X,X,X,X,X,X
SSIZLTO,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SSIZLJT,X,X,X,O,X,O,X,X,O,X,X,X,X,O
SSIZLJO,X,O,X,O,X,O,X,X,X,X,X,X,X,X
SSIZLOT,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SSIZLOJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SSIZJTL,X,X,O,X,O,O,X,X,X,X,X,O,O,O
SSIZJTO,X,O,O,X,O,O,X,X,X,X,X,O,O,O
SSIZJLT,X,X,O,X,X,O,X,X,O,X,X,X,X,O
SSIZJLO,X,O,O,X,X,O,X,X,X,X,X,X,X,X
SSIZJOT,X,O,O,X,O,O,X,X,X,X,X,O,X,O
SSIZJOL,X,O,O,X,X,O,X,X,X,X,X,X,X,X
SSIZOTL,O,O,O,O,X,X,X,X,X,X,X,O,X,X
SSIZOTJ,X,O,O,X,X,O,X,X,X,X,X,O,X,X
SSIZOLT,O,O,O,O,X,X,X,X,X,X,X,X,X,X
SSIZOLJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SSIZOJT,X,O,O,X,O,O,X,X,X,X,X,O,X,O
SSIZOJL,X,O,O,X,X,O,X,X,X,X,X,X,X,X
SSIOTLJ,O,O,X,O,X,X,X,X,X,X,X,O,X,X
SSIOTLZ,O,O,X,O,X,X,X,X,X,X,X,O,X,X
SSIOTJL,X,O,X,X,O,X,X,X,X,X,X,O,X,X
SSIOTJZ,X,O,X,X,O,O,O,X,X,X,X,O,X,X
SSIOTZL,O,O,O,O,X,X,X,X,X,X,X,O,X,X
SSIOTZJ,X,O,O,X,X,O,X,X,X,X,X,O,X,X
SSIOLTJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SSIOLTZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SSIOLJT,X,X,X,O,O,X,X,X,X,X,X,X,X,X
SSIOLJZ,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SSIOLZT,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SSIOLZJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SSIOJTL,X,O,X,X,O,X,X,X,X,X,X,O,X,X
SSIOJTZ,X,O,X,X,O,O,O,X,X,X,X,O,X,X
SSIOJLT,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SSIOJLZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SSIOJZT,X,O,X,X,O,O,O,X,X,X,X,O,X,O
SSIOJZL,X,O,X,X,X,O,O,X,X,X,X,X,X,X
SSIOZTL,O,O,O,O,X,X,X,X,X,X,X,O,X,X
SSIOZTJ,X,O,O,X,X,O,X,X,X,X,X,O,X,X
SSIOZLT,O,O,O,O,X,X,X,X,X,X,X,X,X,X
SSIOZLJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SSIOZJT,X,O,O,X,O,O,X,X,X,X,X,O,X,O
SSIOZJL,X,O,O,X,X,O,X,X,X,X,X,X,X,X
SSLTIJZ,O,X,X,X,X,X,X,X,X,X,X,O,O,X
SSLTIJO,O,X,X,X,X,X,X,X,X,X,X,O,O,X
SSLTIZJ,O,X,X,X,X,O,X,X,X,X,X,O,O,X
SSLTIZO,O,X,X,X,X,X,X,X,X,X,X,O,O,X
SSLTIOJ,O,X,X,X,X,X,X,X,X,X,X,O,O,X
SSLTIOZ,O,X,X,X,X,X,X,X,X,X,X,O,O,X
SSLTJIZ,X,X,X,X,O,X,X,X,O,X,X,O,O,X
SSLTJIO,X,X,X,X,O,X,X,X,O,X,X,O,O,X
SSLTJZI,X,X,X,X,O,X,X,X,O,X,X,O,O,X
SSLTJZO,X,X,X,X,O,X,X,X,O,X,X,O,O,X
SSLTJOI,X,X,X,X,O,X,X,X,O,X,X,O,O,X
SSLTJOZ,X,X,X,X,O,X,X,X,O,X,X,O,O,X
SSLTZIJ,O,X,X,X,X,X,X,X,X,X,X,O,O,X
SSLTZIO,O,X,O,X,X,X,X,X,X,X,X,O,O,X
SSLTZJI,X,X,O,X,X,X,X,X,O,X,X,O,O,X
SSLTZJO,X,X,O,X,X,X,X,X,O,X,X,O,O,X
SSLTZOI,O,X,O,X,X,X,X,X,X,X,X,O,O,X
SSLTZOJ,X,X,O,X,X,X,X,X,X,X,X,O,O,X
SSLTOIJ,O,X,X,X,X,X,X,X,X,X,X,O,O,X
SSLTOIZ,O,X,X,X,X,X,X,X,X,X,X,O,O,X
SSLTOJI,X,X,X,X,O,X,X,X,X,X,X,O,O,X
SSLTOJZ,X,X,X,X,O,X,X,X,X,X,X,O,O,X
SSLTOZI,O,X,O,X,X,X,X,X,X,X,X,O,O,X
SSLTOZJ,X,X,O,X,X,X,X,X,X,X,X,O,O,X
SSLITJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SSLITJO,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SSLITZJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SSLITZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SSLITOJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SSLITOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SSLIJTZ,X,X,X,X,O,X,X,X,O,X,X,X,X,X
SSLIJTO,X,X,X,X,O,X,X,X,O,X,X,X,X,X
SSLIJZT,X,X,X,X,X,X,X,X,O,X,X,X,X,O
SSLIJZO,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SSLIJOT,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SSLIJOZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SSLIZTJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SSLIZTO,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SSLIZJT,X,X,X,X,X,O,X,X,O,X,X,X,X,O
SSLIZJO,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SSLIZOT,O,X,X,X,X,X,X,X,X,O,X,X,X,X
SSLIZOJ,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SSLIOTJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SSLIOTZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SSLIOJT,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SSLIOJZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SSLIOZT,O,X,X,X,X,X,X,X,X,O,X,X,X,X
SSLIOZJ,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SSLJTIZ,X,X,X,X,O,X,X,X,O,X,X,O,O,X
SSLJTIO,X,X,X,X,O,X,X,X,O,X,X,O,O,X
SSLJTZI,X,X,X,X,O,X,X,X,O,X,X,O,O,X
SSLJTZO,X,X,X,X,O,X,X,X,O,X,X,O,O,X
SSLJTOI,X,X,X,X,O,X,X,X,O,X,X,O,O,X
SSLJTOZ,X,X,X,X,O,X,X,X,O,X,X,O,O,X
SSLJITZ,X,X,X,X,O,X,X,X,O,X,X,X,X,X
SSLJITO,X,X,X,X,O,X,X,X,O,X,X,X,X,X
SSLJIZT,X,X,X,X,X,X,X,X,O,X,X,X,X,O
SSLJIZO,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SSLJIOT,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SSLJIOZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SSLJZTI,X,X,X,X,X,X,X,X,O,X,X,O,O,X
SSLJZTO,X,X,X,X,X,X,X,X,O,X,X,O,O,X
SSLJZIT,X,X,X,X,X,X,X,X,O,X,X,X,X,O
SSLJZIO,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SSLJZOT,X,X,X,X,X,X,X,X,O,X,X,O,X,X
SSLJZOI,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SSLJOTI,X,X,X,X,O,X,X,X,O,X,X,O,X,X
SSLJOTZ,X,X,X,X,O,X,X,X,O,X,X,O,X,X
SSLJOIT,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SSLJOIZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SSLJOZT,X,X,X,X,X,X,X,X,O,X,X,O,X,X
SSLJOZI,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SSLZTIJ,O,X,X,X,X,X,X,X,X,X,X,O,O,X
SSLZTIO,O,X,O,X,X,X,X,X,X,X,X,O,O,X
SSLZTJI,X,X,O,X,X,X,X,X,O,X,X,O,O,X
SSLZTJO,X,X,O,X,X,X,X,X,O,X,X,O,O,X
SSLZTOI,O,X,O,X,X,X,X,X,X,X,X,O,O,X
SSLZTOJ,X,X,O,X,X,X,X,X,X,X,X,O,O,X
SSLZITJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SSLZITO,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SSLZIJT,X,X,X,X,X,X,X,X,O,X,X,X,X,O
SSLZIJO,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SSLZIOT,O,X,O,X,X,X,X,X,X,O,X,X,X,X
SSLZIOJ,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SSLZJTI,X,X,O,X,X,X,X,X,O,X,X,O,O,X
SSLZJTO,X,X,O,X,X,X,X,X,O,X,X,O,O,X
SSLZJIT,X,X,O,X,X,X,X,X,O,X,X,X,X,O
SSLZJIO,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SSLZJOT,X,X,O,X,X,X,X,X,O,X,X,O,X,X
SSLZJOI,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SSLZOTI,O,O,O,X,X,X,X,X,X,X,X,O,X,X
SSLZOTJ,X,O,O,X,X,X,X,X,X,X,X,O,X,X
SSLZOIT,O,O,O,X,X,X,X,X,X,O,X,X,X,X
SSLZOIJ,X,O,X,X,X,X,X,X,X,O,X,X,X,X
SSLZOJT,X,X,O,X,X,X,X,X,O,X,X,O,X,X
SSLZOJI,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SSLOTIJ,O,O,X,X,X,X,X,X,X,X,X,O,X,X
SSLOTIZ,O,O,X,X,X,X,X,X,X,X,X,O,X,X
SSLOTJI,X,O,X,X,O,X,X,X,X,X,X,O,X,X
SSLOTJZ,X,O,X,X,O,X,X,X,X,X,X,O,X,X
SSLOTZI,O,O,O,X,X,X,X,X,X,X,X,O,X,X
SSLOTZJ,X,O,O,X,X,X,X,X,X,X,X,O,X,X
SSLOITJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SSLOITZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SSLOIJT,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SSLOIJZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SSLOIZT,O,O,X,X,X,X,X,X,X,O,X,X,X,X
SSLOIZJ,X,O,X,X,X,X,X,X,X,O,X,X,X,X
SSLOJTI,X,X,X,X,O,X,X,X,O,X,X,O,X,X
SSLOJTZ,X,X,X,X,O,X,X,X,O,X,X,O,X,X
SSLOJIT,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SSLOJIZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SSLOJZT,X,X,X,X,X,X,X,X,O,X,X,O,X,X
SSLOJZI,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SSLOZTI,O,O,O,X,X,X,X,X,X,X,X,O,X,X
SSLOZTJ,X,O,O,X,X,X,X,X,X,X,X,O,X,X
SSLOZIT,O,O,O,X,X,X,X,X,X,O,X,X,X,X
SSLOZIJ,X,O,X,X,X,X,X,X,X,O,X,X,X,X
SSLOZJT,X,X,O,X,X,X,X,X,O,X,X,O,X,X
SSLOZJI,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SSJTILZ,X,X,X,X,O,X,X,X,X,X,X,O,O,X
SSJTILO,X,X,X,X,O,X,X,X,X,X,X,O,O,X
SSJTIZL,X,X,X,X,O,O,O,X,X,X,X,O,O,O
SSJTIZO,X,X,X,X,O,O,O,X,X,X,X,O,O,O
SSJTIOL,X,X,X,X,O,X,X,O,X,X,X,O,X,X
SSJTIOZ,X,X,X,X,O,X,O,X,X,X,X,O,O,X
SSJTLIZ,X,X,X,X,O,X,X,X,O,X,X,O,O,X
SSJTLIO,X,X,X,X,O,X,X,X,O,X,X,O,O,X
SSJTLZI,X,X,X,X,O,X,X,X,O,X,X,O,O,X
SSJTLZO,X,X,X,X,O,X,X,X,O,X,X,O,O,X
SSJTLOI,X,X,X,X,O,X,X,O,O,X,X,O,O,X
SSJTLOZ,X,X,X,X,O,X,X,O,O,X,X,O,O,X
