sequence,v115@9gA8IeB8HeD8FeE8OeUAJvhFamBzhB5nB9tBzrBOtB,v115@9gA8IeB8HeD8FeE8OeUAJvhFRhBGjBTmBXsBTtBlsB,v115@9gA8IeB8HeD8FeE8OeFAJvhFxhBTjBUmBXsBTtBGsB,v115@9gA8IeB8HeD8FeE8OeUAJvhFFhBXiBTjBxrBTtBSxB,v115@9gA8IeB8HeD8FeE8OeRAJvhFtmBTjBmlBXsBTtB6sB,v115@9gA8IeB8HeD8FeE8OeFAJvhFXhBTjBxrBTtB8rB+sB,v115@9gA8IeB8HeD8FeE8OeFAJvhFXhB5nBTjBmrBTtB8rB,v115@9gA8IeB8HeD8FeE8OeUAJvhFamBRiBGnBzrBXtB9tB,v115@9gA8IeB8HeD8FeE8OeRAJvhFzhB6oBmlBzrBUtBtsB,v115@9gA8IeB8HeD8FeE8OeRAJvhFXiBTjBmlB9sBqrBTtB,v115@9gA8IeB8HeD8FeE8OeUAJvhFTjBimB9sBGmBTtBXsB,v115@9gA8IeB8HeD8FeE8OeUAJvhFGhBTjB/rBNsBTtB6sB,v115@9gA8IeB8HeD8FeE8OeUAJvhFamBumBTjBXsBTtB9sB,v115@9gA8IeB8HeD8FeE8OeUAJvhFTjBxmBFmBXnBSxBTtB,v115@9gA8IeB8HeD8FeE8OeUAJvhFamBRnB9tBGnBzrBXtB,v115@9gA8IeB8HeD8FeE8OeUAJvhFRhBtnBTmBesBXtB6tB,v115@9gA8IeB8HeD8FeE8OeUAJvhFamBXjBzmB9tBGnBRxB,v115@9gA8IeB8HeD8FeE8OeUAJvhFamBXjB+tBRsBtrBTsB,v115@9gA8IeB8HeD8FeE8OeUAJvhFRhBSnB/rB9tBTsBOtB
OZSOTJL,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OZSOITL,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OZSOITJ,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OZSOILT,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OZSOILJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OZSOIJT,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OZSOIJL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OZSOLTI,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OZSOLTJ,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OZSOLIT,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
OZSOLIJ,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OZSOLJT,X,X,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
OZSOLJI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OZSOJTI,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X
OZSOJTL,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X
OZSOJIT,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X
OZSOJIL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OZSOJLT,X,X,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
OZSOJLI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OZOTILJ,O,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
OZOTILS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OZOTIJL,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OZOTIJS,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OZOTISL,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OZOTISJ,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OZOTLIJ,O,X,X,O,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X
OZOTLIS,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OZOTLJI,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OZOTLJS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OZOTLSI,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OZOTLSJ,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OZOTJIL,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OZOTJIS,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OZOTJLI,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OZOTJLS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OZOTJSI,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OZOTJSL,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
OZOTSIL,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OZOTSIJ,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OZOTSLI,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OZOTSLJ,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O
OZOTSJI,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OZOTSJL,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O
OZOITLJ,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OZOITLS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OZOITJL,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OZOITJS,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OZOITSL,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OZOITSJ,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OZOILTJ,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OZOILTS,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OZOILJT,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OZOILJS,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OZOILST,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OZOILSJ,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OZOIJTL,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OZOIJTS,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OZOIJLT,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OZOIJLS,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OZOIJST,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X
OZOIJSL,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OZOISTL,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OZOISTJ,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OZOISLT,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OZOISLJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OZOISJT,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OZOISJL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OZOLTIJ,O,X,X,O,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X
OZOLTIS,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OZOLTJI,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OZOLTJS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OZOLTSI,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OZOLTSJ,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OZOLITJ,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OZOLITS,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OZOLIJT,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OZOLIJS,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OZOLIST,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OZOLISJ,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OZOLJTI,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OZOLJTS,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OZOLJIT,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
OZOLJIS,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OZOLJST,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OZOLJSI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OZOLSTI,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OZOLSTJ,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OZOLSIT,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OZOLSIJ,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OZOLSJT,X,X,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
OZOLSJI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OZOJTIL,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OZOJTIS,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OZOJTLI,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OZOJTLS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OZOJTSI,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OZOJTSL,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
OZOJITL,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OZOJITS,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OZOJILT,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OZOJILS,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OZOJIST,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
OZOJISL,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OZOJLTI,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OZOJLTS,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OZOJLIT,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
OZOJLIS,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OZOJLST,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OZOJLSI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OZOJSTI,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X
OZOJSTL,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X
OZOJSIT,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X
OZOJSIL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OZOJSLT,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OZOJSLI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OZOSTIL,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OZOSTIJ,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OZOSTLI,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OZOSTLJ,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O
OZOSTJI,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OZOSTJL,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OZOSITL,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OZOSITJ,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OZOSILT,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OZOSILJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OZOSIJT,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OZOSIJL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OZOSLTI,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OZOSLTJ,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OZOSLIT,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
OZOSLIJ,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OZOSLJT,X,X,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
OZOSLJI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OZOSJTI,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X
OZOSJTL,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X
OZOSJIT,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X
OZOSJIL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OZOSJLT,X,X,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
OZOSJLI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OOTILJS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OOTILJZ,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OOTILSJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OOTILSZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OOTILZJ,O,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
OOTILZS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OOTIJLS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OOTIJLZ,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OOTIJSL,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OOTIJSZ,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OOTIJZL,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OOTIJZS,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OOTISLJ,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OOTISLZ,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OOTISJL,X,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
OOTISJZ,X,O,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
OOTISZL,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OOTISZJ,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
OOTIZLJ,O,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
OOTIZLS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OOTIZJL,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OOTIZJS,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OOTIZSL,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OOTIZSJ,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
OOTLIJS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OOTLIJZ,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OOTLISJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OOTLISZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OOTLIZJ,O,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X
OOTLIZS,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OOTLJIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OOTLJIZ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OOTLJSI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OOTLJSZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OOTLJZI,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OOTLJZS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OOTLSIJ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OOTLSIZ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OOTLSJI,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
OOTLSJZ,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
OOTLSZI,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OOTLSZJ,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OOTLZIJ,O,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X
OOTLZIS,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OOTLZJI,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OOTLZJS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OOTLZSI,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OOTLZSJ,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OOTJILS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OOTJILZ,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OOTJISL,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OOTJISZ,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OOTJIZL,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OOTJIZS,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OOTJLIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OOTJLIZ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OOTJLSI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OOTJLSZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OOTJLZI,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OOTJLZS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OOTJSIL,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
OOTJSIZ,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
OOTJSLI,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
OOTJSLZ,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
OOTJSZI,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OOTJSZL,X,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
OOTJZIL,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OOTJZIS,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OOTJZLI,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OOTJZLS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OOTJZSI,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OOTJZSL,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
OOTSILJ,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OOTSILZ,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OOTSIJL,X,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O
OOTSIJZ,X,O,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,O
OOTSIZL,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OOTSIZJ,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O
OOTSLIJ,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OOTSLIZ,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OOTSLJI,X,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O
OOTSLJZ,X,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O
OOTSLZI,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OOTSLZJ,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O
OOTSJIL,X,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O
OOTSJIZ,X,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O
OOTSJLI,X,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O
OOTSJLZ,X,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O
OOTSJZI,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OOTSJZL,X,O,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O
OOTSZIL,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OOTSZIJ,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OOTSZLI,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OOTSZLJ,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O
OOTSZJI,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OOTSZJL,X,O,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O
OOTZILJ,O,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
OOTZILS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OOTZIJL,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OOTZIJS,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OOTZISL,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OOTZISJ,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OOTZLIJ,O,X,X,O,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X
OOTZLIS,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OOTZLJI,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OOTZLJS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OOTZLSI,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OOTZLSJ,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OOTZJIL,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OOTZJIS,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OOTZJLI,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OOTZJLS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OOTZJSI,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OOTZJSL,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
OOTZSIL,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OOTZSIJ,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OOTZSLI,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OOTZSLJ,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O
OOTZSJI,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OOTZSJL,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O
OOITLJS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OOITLJZ,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OOITLSJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OOITLSZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OOITLZJ,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OOITLZS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OOITJLS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OOITJLZ,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OOITJSL,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OOITJSZ,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OOITJZL,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OOITJZS,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OOITSLJ,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OOITSLZ,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OOITSJL,X,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
OOITSJZ,X,O,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
OOITSZL,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OOITSZJ,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
OOITZLJ,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OOITZLS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OOITZJL,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OOITZJS,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OOITZSL,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OOITZSJ,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
OOILTJS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OOILTJZ,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
