sequence,v115@9gA8IeB8HeD8DeG8CeB8JeUAJvhEamB5nBTjBdsBur?B,v115@9gA8IeB8HeD8DeG8CeB8JeUAJvhEGhBTjB/rBNsB6s?B,v115@9gA8IeB8HeD8DeG8CeB8JeUAJvhERhBGjBTmBXsBls?B,v115@9gA8IeB8HeD8DeG8CeB8JeUAJvhEFhBXiBTjBxrBSx?B,v115@9gA8IeB8HeD8DeG8CeB8JeRAJvhEtmBTjBmlBXsB6s?B,v115@9gA8IeB8HeD8DeG8CeB8JeFAJvhEXhBTjBxrB8rB+s?B,v115@9gA8IeB8HeD8DeG8CeB8JeFAJvhEXhB5nBTjBmrB8r?B,v115@9gA8IeB8HeD8DeG8CeB8JeUAJvhETjBxmBFmBXnBSx?B,v115@9gA8IeB8HeD8DeG8CeB8JeUAJvhEamBumBTjBXsB9s?B,v115@9gA8IeB8HeD8DeG8CeB8JeRAJvhEXiBTjBmlB9sBqr?B,v115@9gA8IeB8HeD8DeG8CeB8JeUAJvhETjBimB9sBGmBXs?B,v115@9gA8IeB8HeD8DeG8CeB8JeUAJvhEGhB/rBxnBNsBCt?B,v115@9gA8IeB8HeD8DeG8CeB8JeUAJvhEGhBxiB/rBNsBCt?B,v115@9gA8IeB8HeD8DeG8CeB8JeFAJvhExhBTjBUmBXsBGs?B
STILJOZ,O,O,X,X,X,X,X,X,X,X,X,X,O,X
STILZJO,O,O,X,X,X,O,X,X,X,X,X,X,O,X
STILZOJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X
STILOJZ,O,O,X,X,X,X,X,X,X,X,X,X,O,X
STILOZJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X
STIJLZO,X,O,X,X,O,X,X,X,X,X,X,X,O,X
STIJLOZ,X,O,X,X,O,X,X,X,X,X,X,X,O,X
STIJZLO,X,O,X,X,O,O,O,X,X,X,X,O,O,X
STIJZOL,X,O,X,X,O,O,O,X,X,X,X,O,O,X
STIJOLZ,X,O,X,X,O,X,X,X,X,O,X,X,X,X
STIJOZL,X,O,X,X,O,O,O,X,X,X,X,X,O,X
STIZLJO,O,O,X,X,X,O,X,X,X,X,X,X,O,X
STIZLOJ,O,O,X,X,X,X,X,X,X,X,X,X,O,O
STIZJLO,X,O,X,X,X,O,X,X,X,X,X,O,O,O
STIZJOL,X,O,X,X,X,O,X,X,X,X,X,O,O,O
STIZOLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,O
STIZOJL,X,O,X,X,X,O,X,X,X,X,X,X,O,O
STIOLJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STIOLZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STIOJLZ,X,O,X,X,O,X,X,X,X,O,X,X,X,X
STIOJZL,X,O,X,X,O,O,O,X,X,X,X,X,O,X
STIOZLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,O
STIOZJL,X,O,X,X,X,O,X,X,X,X,X,X,O,O
STLIJZO,O,O,X,X,X,X,X,X,X,X,X,X,O,X
STLIJOZ,O,O,X,X,X,X,X,X,X,X,X,X,O,X
STLIZJO,O,O,X,X,X,O,X,X,X,X,X,X,O,X
STLIZOJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X
STLIOJZ,O,O,X,X,X,X,X,X,X,X,X,X,O,X
STLIOZJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X
STLJIZO,X,O,X,X,O,X,X,X,O,X,X,X,O,X
STLJIOZ,X,O,X,X,O,X,X,X,O,X,X,X,O,X
STLJZIO,X,O,X,X,O,X,X,X,O,X,X,X,O,X
STLJZOI,X,O,X,X,O,X,X,X,O,X,X,X,O,X
STLJOIZ,X,O,X,X,O,X,X,X,O,O,X,X,O,X
STLJOZI,X,O,X,X,O,X,X,X,O,O,X,X,O,X
STLZIJO,O,O,X,X,X,X,X,X,X,X,X,X,O,X
STLZIOJ,O,O,X,X,X,X,X,X,X,X,X,X,O,O
STLZJIO,X,O,X,X,X,X,X,X,O,X,X,X,O,O
STLZJOI,X,O,X,X,X,X,X,X,O,X,X,X,O,O
STLZOIJ,O,O,X,X,X,X,X,X,X,X,X,X,O,O
STLZOJI,X,O,X,X,X,X,X,X,X,X,O,X,O,O
STLOIJZ,O,O,X,X,X,X,X,X,X,X,X,X,O,X
STLOIZJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X
STLOJIZ,X,O,X,X,O,X,X,X,X,O,X,X,O,X
STLOJZI,X,O,X,X,O,X,X,X,X,O,X,X,O,X
STLOZIJ,O,O,X,X,X,X,X,X,X,X,X,X,O,O
STLOZJI,X,O,X,X,X,X,X,X,X,X,O,X,O,O
STJILZO,X,O,X,X,O,X,X,X,X,X,X,X,O,X
STJILOZ,X,O,X,X,O,X,X,X,X,X,X,X,O,X
STJIZLO,X,O,X,X,O,O,O,X,X,X,X,O,O,X
STJIZOL,X,O,X,X,O,O,O,X,X,X,X,O,O,X
STJIOLZ,X,O,X,X,O,X,X,X,X,O,X,X,X,X
STJIOZL,X,O,X,X,O,X,O,X,X,X,X,X,O,X
STJLIZO,X,O,X,X,O,X,X,X,O,X,X,X,O,X
STJLIOZ,X,O,X,X,O,X,X,X,O,X,X,X,O,X
STJLZIO,X,O,X,X,O,X,X,X,O,X,X,X,O,X
STJLZOI,X,O,X,X,O,X,X,X,O,X,X,X,O,X
STJLOIZ,X,O,X,X,O,X,X,X,O,O,X,X,O,X
STJLOZI,X,O,X,X,O,X,X,X,O,O,X,X,O,X
STJZILO,X,O,X,X,O,X,X,X,X,X,X,O,O,O
STJZIOL,X,O,O,X,O,X,X,X,X,X,X,O,O,O
STJZLIO,X,O,X,X,O,X,X,X,O,X,X,X,O,O
STJZLOI,X,O,X,X,O,X,X,X,O,X,X,X,O,O
STJZOIL,X,O,O,X,O,X,X,X,X,X,X,X,O,O
STJZOLI,X,O,X,X,O,X,X,X,X,O,X,X,O,O
STJOILZ,X,O,X,X,O,X,X,X,X,O,X,X,X,X
STJOIZL,X,O,O,X,O,X,O,X,X,X,X,X,O,X
STJOLIZ,X,O,X,X,O,X,X,X,X,O,X,X,O,X
STJOLZI,X,O,X,X,O,X,X,X,X,O,X,X,O,X
STJOZIL,X,O,O,X,O,X,X,X,X,X,X,X,O,O
STJOZLI,X,O,X,X,O,X,X,X,X,O,X,X,O,O
STZILJO,O,O,X,X,X,O,X,X,X,X,X,X,O,X
STZILOJ,O,O,X,X,X,X,X,X,X,X,X,X,O,O
STZIJLO,X,O,X,X,X,O,X,X,X,X,X,O,O,O
STZIJOL,X,O,O,X,X,O,X,X,X,X,X,O,O,O
STZIOLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,O
STZIOJL,X,O,X,X,X,O,X,X,X,X,X,X,O,O
STZLIJO,O,O,X,X,X,X,X,X,X,X,X,X,O,X
STZLIOJ,O,O,X,X,X,X,X,X,X,X,X,X,O,O
STZLJIO,X,O,X,X,X,X,X,X,O,X,X,X,O,O
STZLJOI,X,O,X,X,X,X,X,X,O,X,X,X,O,O
STZLOIJ,O,O,X,X,X,X,X,X,X,X,X,X,O,O
STZLOJI,X,O,X,X,X,X,X,X,X,X,O,X,O,O
STZJILO,X,O,X,X,O,X,X,X,X,X,X,O,O,O
STZJIOL,X,O,O,X,O,X,X,X,X,X,X,O,O,O
STZJLIO,X,O,X,X,O,X,X,X,O,X,X,X,O,O
STZJLOI,X,O,X,X,O,X,X,X,O,X,X,X,O,O
STZJOIL,X,O,O,X,O,X,X,X,X,X,X,X,O,O
STZJOLI,X,O,X,X,O,X,X,X,X,O,X,X,O,O
STZOILJ,O,O,O,X,X,X,X,X,X,X,X,X,X,O
STZOIJL,X,O,O,X,X,X,X,X,X,X,X,X,O,O
STZOLIJ,O,O,O,X,X,X,X,X,X,X,X,X,O,O
STZOLJI,X,O,O,X,X,X,X,X,X,X,O,X,O,O
STZOJIL,X,O,O,X,O,X,X,X,X,X,X,X,O,O
STZOJLI,X,O,O,X,O,X,X,X,X,O,X,X,O,O
STOILJZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STOILZJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STOIJLZ,X,O,O,X,O,X,X,X,X,O,X,X,X,X
STOIJZL,X,O,O,X,O,O,O,X,X,X,X,X,O,X
STOIZLJ,O,O,O,X,X,X,X,X,X,X,X,X,X,O
STOIZJL,X,O,O,X,X,O,X,X,X,X,X,X,O,O
STOLIJZ,O,O,O,X,X,X,X,X,X,X,X,X,O,X
STOLIZJ,O,O,O,X,X,X,X,X,X,X,X,X,O,X
STOLJIZ,X,O,O,X,O,X,X,X,X,O,X,X,O,X
STOLJZI,X,O,O,X,O,X,X,X,X,O,X,X,O,X
STOLZIJ,O,O,O,X,X,X,X,X,X,X,X,X,O,O
STOLZJI,X,O,O,X,X,X,X,X,X,X,O,X,O,O
STOJILZ,X,O,O,X,O,X,X,X,X,O,X,X,X,X
STOJIZL,X,O,O,X,O,X,O,X,X,X,X,X,O,X
STOJLIZ,X,O,O,X,O,X,X,X,X,O,X,X,O,X
STOJLZI,X,O,O,X,O,X,X,X,X,O,X,X,O,X
STOJZIL,X,O,O,X,O,X,X,X,X,X,X,X,O,O
STOJZLI,X,O,O,X,O,X,X,X,X,O,X,X,O,O
STOZILJ,O,O,O,X,X,X,X,X,X,X,X,X,X,O
STOZIJL,X,O,O,X,X,X,X,X,X,X,X,X,O,O
STOZLIJ,O,O,O,X,X,X,X,X,X,X,X,X,O,O
STOZLJI,X,O,O,X,X,X,X,X,X,X,O,X,O,O
STOZJIL,X,O,O,X,O,X,X,X,X,X,X,X,O,O
STOZJLI,X,O,O,X,O,X,X,X,X,O,X,X,O,O
SITLJZO,O,O,X,O,X,X,X,X,X,X,X,X,O,X
SITLJOZ,O,O,X,O,X,X,X,X,X,X,X,X,O,X
SITLZJO,O,O,X,O,X,O,X,X,X,X,X,X,O,X
SITLZOJ,O,O,X,O,X,X,X,X,X,X,X,X,O,X
SITLOJZ,O,O,X,O,X,X,X,X,X,X,X,X,O,X
SITLOZJ,O,O,X,O,X,X,X,X,X,X,X,X,O,X
SITJLZO,X,O,X,X,O,X,X,X,X,X,X,X,O,X
SITJLOZ,X,O,X,X,O,X,X,X,X,X,X,X,O,X
SITJZLO,X,O,X,X,O,O,O,X,X,X,X,O,O,X
SITJZOL,X,O,X,X,O,O,O,X,X,X,X,O,O,X
SITJOLZ,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SITJOZL,X,O,X,X,O,O,O,X,X,X,X,X,O,X
SITZLJO,O,O,X,O,X,O,X,X,X,X,X,X,O,X
SITZLOJ,O,O,X,O,X,X,X,X,X,X,X,X,O,O
SITZJLO,X,O,X,X,X,O,X,X,X,X,X,O,O,O
SITZJOL,X,O,X,X,X,O,X,X,X,X,X,O,O,O
SITZOLJ,O,O,X,O,X,X,X,X,X,X,X,X,X,O
SITZOJL,X,O,X,X,X,O,X,X,X,X,X,X,O,O
SITOLJZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SITOLZJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SITOJLZ,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SITOJZL,X,O,X,X,O,O,O,X,X,X,X,X,O,X
SITOZLJ,O,O,X,O,X,X,X,X,X,X,X,X,X,O
SITOZJL,X,O,X,X,X,O,X,X,X,X,X,X,O,O
SILTJZO,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SILTJOZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SILTZJO,O,X,X,O,X,O,X,X,X,X,X,X,X,X
SILTZOJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SILTOJZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SILTOZJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SILJTZO,X,X,X,O,O,X,X,X,O,X,X,X,X,X
SILJTOZ,X,X,X,O,O,X,X,X,O,X,X,X,X,X
SILJZTO,X,X,X,O,X,X,X,X,O,X,X,O,X,X
SILJZOT,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SILJOTZ,X,X,X,O,O,X,X,X,X,X,X,X,X,X
SILJOZT,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SILZTJO,O,X,X,O,X,O,X,X,X,X,X,X,X,X
SILZTOJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SILZJTO,X,X,X,O,X,O,X,X,O,X,X,O,X,X
SILZJOT,X,X,X,O,X,O,X,X,X,X,X,X,X,X
SILZOTJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SILZOJT,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SILOTJZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SILOTZJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SILOJTZ,X,X,X,O,O,X,X,X,X,X,X,X,X,X
SILOJZT,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SILOZTJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SILOZJT,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIJTLZO,X,O,X,X,O,X,X,X,X,X,X,X,O,X
SIJTLOZ,X,O,X,X,O,X,X,X,X,X,X,X,O,X
SIJTZLO,X,O,X,X,O,O,O,X,X,X,X,O,O,X
SIJTZOL,X,O,X,X,O,O,O,X,X,X,X,O,O,X
SIJTOLZ,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SIJTOZL,X,O,X,X,O,O,O,X,X,X,X,X,O,X
SIJLTZO,X,X,X,X,O,X,X,X,O,X,X,X,X,X
SIJLTOZ,X,X,X,X,O,X,X,X,O,X,X,X,X,X
SIJLZTO,X,X,X,X,X,X,X,X,O,X,X,O,X,X
SIJLZOT,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJLOTZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIJLOZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJZTLO,X,O,X,X,O,O,O,X,X,X,X,O,O,X
SIJZTOL,X,O,O,X,O,O,O,X,X,X,X,O,O,X
SIJZLTO,X,X,X,X,X,O,O,X,O,X,X,O,X,X
SIJZLOT,X,X,O,X,X,O,O,X,X,X,X,X,X,X
SIJZOTL,X,O,O,X,O,O,O,X,X,X,X,O,X,X
SIJZOLT,X,X,O,X,X,O,O,X,X,X,X,X,X,X
SIJOTLZ,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SIJOTZL,X,O,O,X,O,O,O,X,X,X,X,X,X,X
SIJOLTZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIJOLZT,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJOZTL,X,O,O,X,O,O,O,X,X,X,X,O,X,X
SIJOZLT,X,X,O,X,X,O,O,X,X,X,X,X,X,X
SIZTLJO,O,O,X,O,X,O,X,X,X,X,X,X,O,X
SIZTLOJ,O,O,X,O,X,X,X,X,X,X,X,X,O,O
SIZTJLO,X,O,X,X,X,O,X,X,X,X,X,O,O,O
SIZTJOL,X,O,O,X,X,O,X,X,X,X,X,O,O,O
SIZTOLJ,O,O,X,O,X,X,X,X,X,X,X,X,X,O
SIZTOJL,X,O,X,X,X,O,X,X,X,X,X,X,O,O
SIZLTJO,O,X,X,O,X,O,X,X,X,X,X,X,X,X
SIZLTOJ,O,X,X,O,X,X,X,X,X,X,X,X,X,O
SIZLJTO,X,X,X,O,X,O,X,X,O,X,X,O,X,X
SIZLJOT,X,X,O,O,X,O,X,X,X,X,X,X,X,X
SIZLOTJ,O,X,X,O,X,X,X,X,X,X,X,X,X,O
SIZLOJT,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIZJTLO,X,O,X,X,O,O,X,X,X,X,X,O,O,O
SIZJTOL,X,O,O,X,O,O,X,X,X,X,X,O,O,O
SIZJLTO,X,X,X,X,X,O,X,X,O,X,X,O,X,O
SIZJLOT,X,X,O,X,X,O,X,X,X,X,X,X,X,O
SIZJOTL,X,O,O,X,O,O,X,X,X,X,X,O,X,O
SIZJOLT,X,X,O,X,X,O,X,X,X,X,X,X,X,O
SIZOTLJ,O,O,O,O,X,X,X,X,X,X,X,X,X,O
SIZOTJL,X,O,O,X,X,O,X,X,X,X,X,X,X,O
SIZOLTJ,O,X,O,O,X,X,X,X,X,X,X,X,X,O
SIZOLJT,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SIZOJTL,X,O,O,X,O,O,X,X,X,X,X,O,X,O
SIZOJLT,X,X,O,X,X,O,X,X,X,X,X,X,X,O
SIOTLJZ,O,O,O,O,X,X,X,X,X,X,X,X,X,X
SIOTLZJ,O,O,O,O,X,X,X,X,X,X,X,X,X,X
SIOTJLZ,X,O,O,X,O,X,X,X,X,X,X,X,X,X
SIOTJZL,X,O,O,X,O,O,O,X,X,X,X,X,X,X
SIOTZLJ,O,O,O,O,X,X,X,X,X,X,X,X,X,O
SIOTZJL,X,O,O,X,X,O,X,X,X,X,X,X,X,O
SIOLTJZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SIOLTZJ,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SIOLJTZ,X,X,X,O,O,X,X,X,X,X,X,X,X,X
SIOLJZT,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SIOLZTJ,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SIOLZJT,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SIOJTLZ,X,O,O,X,O,X,X,X,X,X,X,X,X,X
SIOJTZL,X,O,O,X,O,O,O,X,X,X,X,X,X,X
SIOJLTZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIOJLZT,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIOJZTL,X,O,O,X,O,O,O,X,X,X,X,O,X,X
SIOJZLT,X,X,O,X,X,O,O,X,X,X,X,X,X,X
SIOZTLJ,O,O,O,O,X,X,X,X,X,X,X,X,X,O
SIOZTJL,X,O,O,X,X,O,X,X,X,X,X,X,X,O
SIOZLTJ,O,X,O,O,X,X,X,X,X,X,X,X,X,O
SIOZLJT,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SIOZJTL,X,O,O,X,O,O,X,X,X,X,X,O,X,O
SIOZJLT,X,X,O,X,X,O,X,X,X,X,X,X,X,O
SLTIJZO,O,O,X,X,X,X,X,X,X,X,X,X,O,X
SLTIJOZ,O,O,X,X,X,X,X,X,X,X,X,X,O,X
SLTIZJO,O,O,X,X,X,O,X,X,X,X,X,X,O,X
SLTIZOJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X
SLTIOJZ,O,O,X,X,X,X,X,X,X,X,X,X,O,X
SLTIOZJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X
SLTJIZO,X,O,X,X,O,X,X,X,O,X,X,X,O,X
SLTJIOZ,X,O,X,X,O,X,X,X,O,X,X,X,O,X
SLTJZIO,X,O,X,X,O,X,X,X,O,X,X,X,O,X
SLTJZOI,X,O,X,X,O,X,X,X,O,X,X,X,O,X
SLTJOIZ,X,O,X,X,O,X,X,X,O,X,X,X,O,X
SLTJOZI,X,O,X,X,O,X,X,X,O,X,X,X,O,X
SLTZIJO,O,O,X,X,X,X,X,X,X,X,X,X,O,X
SLTZIOJ,O,O,X,X,X,X,X,X,X,X,X,X,O,O
SLTZJIO,X,O,X,X,X,X,X,X,O,X,X,X,O,O
SLTZJOI,X,O,X,X,X,X,X,X,O,X,X,X,O,O
SLTZOIJ,O,O,X,X,X,X,X,X,X,X,X,X,O,O
SLTZOJI,X,O,X,X,X,X,X,X,X,X,X,X,O,O
SLTOIJZ,O,O,X,X,X,X,X,X,X,X,X,X,O,X
SLTOIZJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X
SLTOJIZ,X,O,X,X,O,X,X,X,X,X,X,X,O,X
SLTOJZI,X,O,X,X,O,X,X,X,X,X,X,X,O,X
SLTOZIJ,O,O,X,X,X,X,X,X,X,X,X,X,O,O
SLTOZJI,X,O,X,X,X,X,X,X,X,X,X,X,O,O
SLITJZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLITJOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLITZJO,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SLITZOJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLITOJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLITOZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLIJTZO,X,X,X,X,O,X,X,X,O,X,X,X,X,X
SLIJTOZ,X,X,X,X,O,X,X,X,O,X,X,X,X,X
SLIJZTO,X,X,X,X,X,X,X,X,O,X,X,O,X,X
SLIJZOT,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLIJOTZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLIJOZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLIZTJO,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SLIZTOJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLIZJTO,X,X,X,X,X,O,X,X,O,X,X,O,X,X
SLIZJOT,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SLIZOTJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X
SLIZOJT,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SLIOTJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLIOTZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLIOJTZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLIOJZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLIOZTJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X
SLIOZJT,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SLJTIZO,X,O,X,X,O,X,X,X,O,X,X,X,O,X
SLJTIOZ,X,O,X,X,O,X,X,X,O,X,X,X,O,X
SLJTZIO,X,O,X,X,O,X,X,X,O,X,X,X,O,X
SLJTZOI,X,O,X,X,O,X,X,X,O,X,X,X,O,X
SLJTOIZ,X,O,X,X,O,X,X,X,O,X,X,X,O,X
SLJTOZI,X,O,X,X,O,X,X,X,O,X,X,X,O,X
SLJITZO,X,X,X,X,O,X,X,X,O,X,X,X,X,X
SLJITOZ,X,X,X,X,O,X,X,X,O,X,X,X,X,X
SLJIZTO,X,X,X,X,X,X,X,X,O,X,X,O,X,X
SLJIZOT,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJIOTZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLJIOZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJZTIO,X,O,X,X,X,X,X,X,O,X,X,X,O,X
SLJZTOI,X,O,X,X,X,X,X,X,O,X,X,X,O,X
SLJZITO,X,X,X,X,X,X,X,X,O,X,X,O,X,X
SLJZIOT,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLJZOTI,X,O,X,X,X,X,X,X,O,X,X,X,X,X
SLJZOIT,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLJOTIZ,X,O,X,X,O,X,X,X,O,X,X,X,X,X
SLJOTZI,X,O,X,X,O,X,X,X,O,X,X,X,X,X
SLJOITZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLJOIZT,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLJOZTI,X,O,X,X,X,X,X,X,O,X,X,X,X,X
SLJOZIT,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLZTIJO,O,O,X,X,X,X,X,X,X,X,X,X,O,X
SLZTIOJ,O,O,X,X,X,X,X,X,X,X,X,X,O,O
SLZTJIO,X,O,X,X,X,X,X,X,O,X,X,X,O,O
SLZTJOI,X,O,X,X,X,X,X,X,O,X,X,X,O,O
SLZTOIJ,O,O,X,X,X,X,X,X,X,X,X,X,O,O
SLZTOJI,X,O,X,X,X,X,X,X,X,X,X,X,O,O
SLZITJO,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLZITOJ,O,X,X,X,X,X,X,X,X,X,X,X,X,O
SLZIJTO,X,X,X,X,X,X,X,X,O,X,X,O,X,X
SLZIJOT,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLZIOTJ,O,X,X,X,X,X,X,O,X,X,X,X,X,O
SLZIOJT,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SLZJTIO,X,O,X,X,X,X,X,X,O,X,X,X,O,O
SLZJTOI,X,O,X,X,X,X,X,X,O,X,X,X,O,O
SLZJITO,X,X,X,X,X,X,X,X,O,X,X,O,X,O
SLZJIOT,X,X,O,X,X,X,X,X,X,X,X,X,X,O
SLZJOTI,X,O,X,X,X,X,X,X,O,X,X,X,X,O
SLZJOIT,X,X,O,X,X,X,X,X,X,X,X,X,X,O
SLZOTIJ,O,O,O,X,X,X,X,X,X,X,X,X,X,O
SLZOTJI,X,O,O,X,X,X,X,X,X,X,X,X,X,O
SLZOITJ,O,X,O,X,X,X,X,O,X,X,X,X,X,O
SLZOIJT,X,X,O,X,X,X,X,O,X,X,X,X,X,X
SLZOJTI,X,O,X,X,X,X,X,X,O,X,X,X,X,O
SLZOJIT,X,X,O,X,X,X,X,X,X,X,X,X,X,O
SLOTIJZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLOTIZJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLOTJIZ,X,O,O,X,O,X,X,X,X,X,X,X,X,X
SLOTJZI,X,O,O,X,O,X,X,X,X,X,X,X,X,X
SLOTZIJ,O,O,O,X,X,X,X,X,X,X,X,X,X,O
SLOTZJI,X,O,O,X,X,X,X,X,X,X,X,X,X,O
SLOITJZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SLOITZJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SLOIJTZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLOIJZT,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLOIZTJ,O,X,O,X,X,X,X,O,X,X,X,X,X,X
SLOIZJT,X,X,O,X,X,X,X,O,X,X,X,X,X,X
SLOJTIZ,X,O,X,X,O,X,X,X,O,X,X,X,X,X
SLOJTZI,X,O,X,X,O,X,X,X,O,X,X,X,X,X
SLOJITZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLOJIZT,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLOJZTI,X,O,X,X,X,X,X,X,O,X,X,X,X,X
SLOJZIT,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLOZTIJ,O,O,O,X,X,X,X,X,X,X,X,X,X,O
SLOZTJI,X,O,O,X,X,X,X,X,X,X,X,X,X,O
SLOZITJ,O,X,O,X,X,X,X,O,X,X,X,X,X,O
SLOZIJT,X,X,O,X,X,X,X,O,X,X,X,X,X,X
SLOZJTI,X,O,X,X,X,X,X,X,O,X,X,X,X,O
SLOZJIT,X,X,O,X,X,X,X,X,X,X,X,X,X,O
SJTILZO,X,O,X,X,O,X,X,X,X,X,X,X,O,X
SJTILOZ,X,O,X,X,O,X,X,X,X,X,X,X,O,X
SJTIZLO,X,O,X,X,O,O,O,X,X,X,X,O,O,X
SJTIZOL,X,O,X,X,O,O,O,X,X,X,X,O,O,X
SJTIOLZ,X,O,X,X,O,X,X,X,X,O,X,X,X,X
SJTIOZL,X,O,X,X,O,X,O,X,X,X,X,X,O,X
SJTLIZO,X,O,X,X,O,X,X,X,O,X,X,X,O,X
SJTLIOZ,X,O,X,X,O,X,X,X,O,X,X,X,O,X
SJTLZIO,X,O,X,X,O,X,X,X,O,X,X,X,O,X
SJTLZOI,X,O,X,X,O,X,X,X,O,X,X,X,O,X
SJTLOIZ,X,O,X,X,O,X,X,X,O,O,X,X,O,X
SJTLOZI,X,O,X,X,O,X,X,X,O,O,X,X,O,X
