sequence,v115@RhA8AeB8DeG8CeB8Je/EJvhFUgBGhBTjB/rBNsB6sB,v115@RhA8AeB8DeG8CeB8Je/EJvhFUgBamB5nBTjBdsBurB,v115@RhA8AeB8DeG8CeB8Je/EJvhFUgBRhBGjBTmBXsBlsB,v115@RhA8AeB8DeG8CeB8Je/EJvhFUgBFhBXiBTjBxrBSxB,v115@RhA8AeB8DeG8CeB8Je/EJvhFRgBtmBTjBmlBXsB6sB,v115@RhA8AeB8DeG8CeB8Je/EJvhFFgBXhB5nBTjBmrB8rB,v115@RhA8AeB8DeG8CeB8Je2EJvhFXhBXiBTjB9sBClB0rB,v115@RhA8AeB8DeG8CeB8Je/EJvhFUgBamBumBTjBXsB9sB,v115@RhA8AeB8DeG8CeB8Je/EJvhFUgBTjBxmBFmBXnBSxB,v115@RhA8AeB8DeG8CeB8Je/EJvhFUgBTjBimB9sBGmBXsB,v115@RhA8AeB8DeG8CeB8Je/EJvhFFgBxhBTjBUmBXsBGsB,v115@RhA8AeB8DeG8CeB8Je/EJvhFUgBGhBxiB/rBNsBCtB,v115@RhA8AeB8DeG8CeB8Je/EJvhFUgBGhB/rBxnBNsBCtB
SJITZLS,X,O,X,O,X,O,X,X,X,X,X,X,X
SJITZLO,X,O,X,O,X,O,X,X,X,X,X,X,X
SJITZSL,X,X,X,X,X,O,X,X,X,X,X,O,X
SJITZSO,X,X,X,X,X,O,X,X,X,X,X,O,X
SJITZOL,X,O,X,O,X,O,X,X,X,X,X,X,X
SJITZOS,X,X,X,X,X,O,X,X,X,X,X,X,X
SJITOLS,X,O,X,O,X,X,X,X,X,X,X,X,X
SJITOLZ,X,O,X,O,X,O,X,X,X,X,X,X,X
SJITOSL,O,X,X,X,O,X,O,X,X,X,X,X,X
SJITOSZ,O,X,X,X,O,O,X,X,X,X,X,O,X
SJITOZL,X,O,X,O,X,O,X,X,X,X,X,X,X
SJITOZS,X,X,X,X,X,O,X,X,X,X,X,X,X
SJILTSZ,X,O,X,O,X,X,X,X,X,X,X,X,X
SJILTSO,X,O,X,O,X,X,X,X,X,X,X,X,X
SJILTZS,X,O,X,O,X,O,X,X,X,X,X,X,X
SJILTZO,X,O,X,O,X,O,X,X,X,X,X,X,X
SJILTOS,X,O,X,O,X,X,X,X,X,X,X,X,X
SJILTOZ,X,O,X,O,X,O,X,X,X,X,X,X,X
SJILSTZ,X,X,X,O,O,X,X,O,X,X,X,X,X
SJILSTO,X,X,X,O,O,X,X,O,X,X,X,X,X
SJILSZT,X,X,X,O,X,X,X,O,X,X,X,X,O
SJILSZO,X,X,X,O,X,X,X,X,X,X,X,X,X
SJILSOT,X,X,X,O,O,X,X,X,X,X,X,X,X
SJILSOZ,X,X,X,O,X,X,X,X,X,X,X,X,X
SJILZTS,X,O,X,O,X,O,X,X,X,X,X,X,X
SJILZTO,X,O,X,O,X,O,X,X,X,X,X,X,X
SJILZST,X,X,X,O,X,O,X,X,X,X,X,X,X
SJILZSO,X,X,X,O,X,O,X,X,X,X,X,X,X
SJILZOT,X,O,X,O,X,O,X,X,X,X,X,X,X
SJILZOS,X,X,X,O,X,O,X,X,X,X,X,X,X
SJILOTS,X,O,X,O,X,X,X,X,X,X,X,X,X
SJILOTZ,X,O,X,O,X,O,X,X,X,X,X,X,X
SJILOST,X,X,X,O,O,X,X,X,X,X,X,X,X
SJILOSZ,X,X,X,O,X,X,X,X,X,X,X,X,X
SJILOZT,X,O,X,O,X,O,X,X,X,X,X,X,X
SJILOZS,X,X,X,O,X,O,X,X,X,X,X,X,X
SJISTLZ,O,X,X,X,O,X,X,X,X,X,X,O,X
SJISTLO,O,X,X,X,O,X,X,X,X,X,X,O,X
SJISTZL,O,X,X,X,O,O,X,X,X,X,X,O,O
SJISTZO,O,X,X,X,O,O,X,X,X,X,X,O,O
SJISTOL,O,X,X,X,O,X,X,X,X,X,X,X,X
SJISTOZ,O,X,X,X,O,O,X,X,X,X,X,O,X
SJISLTZ,X,X,X,X,O,X,X,O,X,X,X,X,X
SJISLTO,X,X,X,X,O,X,X,O,X,X,X,X,X
SJISLZT,X,X,X,X,X,X,X,O,X,X,X,X,O
SJISLZO,X,X,X,X,X,X,X,X,X,X,X,X,X
SJISLOT,X,X,X,X,O,X,X,X,X,X,X,X,X
SJISLOZ,X,X,X,X,X,X,X,X,X,X,X,X,X
SJISZTL,O,X,X,X,O,O,X,X,X,X,X,O,O
SJISZTO,O,X,O,X,O,O,X,X,X,X,X,O,O
SJISZLT,X,X,X,X,X,O,X,O,X,X,X,X,O
SJISZLO,X,X,O,X,X,O,X,X,X,X,X,X,X
SJISZOT,O,X,O,X,O,O,X,X,X,X,X,X,O
SJISZOL,X,X,O,X,X,O,X,X,X,X,X,X,X
SJISOTL,O,X,X,X,O,X,X,X,X,X,X,X,X
SJISOTZ,O,X,O,X,O,O,X,X,X,X,X,X,X
SJISOLT,X,X,X,X,O,X,X,X,X,X,X,X,X
SJISOLZ,X,X,O,X,X,X,X,X,X,X,X,X,X
SJISOZT,O,X,O,X,O,O,X,X,X,X,X,X,O
SJISOZL,X,X,O,X,X,O,X,X,X,X,X,X,X
SJIZTLS,X,O,X,O,X,O,X,X,X,X,X,X,X
SJIZTLO,X,O,X,O,X,O,X,X,X,X,X,X,X
SJIZTSL,X,X,X,X,X,O,X,X,X,X,X,X,X
SJIZTSO,X,X,O,X,X,O,O,X,X,X,X,X,X
SJIZTOL,X,O,X,O,X,O,X,X,X,X,X,X,X
SJIZTOS,X,X,O,X,X,O,O,X,X,X,X,X,X
SJIZLTS,X,O,X,O,X,O,X,X,X,X,X,X,X
SJIZLTO,X,O,X,O,X,O,X,X,X,X,X,X,X
SJIZLST,X,X,X,O,X,O,X,X,X,X,X,X,X
SJIZLSO,X,X,O,O,X,O,X,X,X,X,X,X,X
SJIZLOT,X,O,X,O,X,O,X,X,X,X,X,X,X
SJIZLOS,X,X,O,O,X,O,X,X,X,X,X,X,X
SJIZSTL,X,X,X,X,O,O,X,X,X,X,X,X,O
SJIZSTO,X,X,O,X,O,O,X,X,X,X,X,X,O
SJIZSLT,X,X,X,X,X,O,X,X,X,X,X,X,O
SJIZSLO,X,X,O,X,X,O,X,X,X,X,X,X,X
SJIZSOT,X,X,O,X,O,O,X,X,X,X,X,X,O
SJIZSOL,X,X,O,X,X,O,X,X,X,X,X,X,X
SJIZOTL,X,O,X,O,X,O,X,X,X,X,X,X,X
SJIZOTS,X,X,O,X,X,O,O,X,X,X,X,X,X
SJIZOLT,X,O,X,O,X,O,X,X,X,X,X,X,X
SJIZOLS,X,X,O,O,X,O,X,X,X,X,X,X,X
SJIZOST,X,X,O,X,O,O,X,X,X,X,X,X,X
SJIZOSL,X,X,O,X,X,O,X,X,X,X,X,X,X
SJIOTLS,X,O,X,O,X,X,X,X,X,X,X,X,X
SJIOTLZ,X,O,X,O,X,O,X,X,X,X,X,X,X
SJIOTSL,O,X,X,X,O,X,O,X,X,X,X,X,X
SJIOTSZ,O,X,O,X,O,O,X,X,X,X,X,X,X
SJIOTZL,X,O,X,O,X,O,X,X,X,X,X,X,X
SJIOTZS,X,X,O,X,X,O,X,X,X,X,X,X,X
SJIOLTS,X,O,X,O,X,X,X,X,X,X,X,X,X
SJIOLTZ,X,O,X,O,X,O,X,X,X,X,X,X,X
SJIOLST,X,X,X,O,O,X,X,X,X,X,X,X,X
SJIOLSZ,X,X,O,O,X,X,X,X,X,X,X,X,X
SJIOLZT,X,O,X,O,X,O,X,X,X,X,X,X,X
SJIOLZS,X,X,O,O,X,O,X,X,X,X,X,X,X
SJIOSTL,O,X,X,X,O,X,X,X,X,X,X,X,X
SJIOSTZ,O,X,O,X,O,O,X,X,X,X,X,X,X
SJIOSLT,X,X,X,X,O,X,X,X,X,X,X,X,X
SJIOSLZ,X,X,O,X,X,X,X,X,X,X,X,X,X
SJIOSZT,O,X,O,X,O,O,X,X,X,X,X,X,O
SJIOSZL,X,X,O,X,X,O,X,X,X,X,X,X,X
SJIOZTL,X,O,X,O,X,O,X,X,X,X,X,X,X
SJIOZTS,X,X,O,X,X,O,O,X,X,X,X,X,X
SJIOZLT,X,O,X,O,X,O,X,X,X,X,X,X,X
SJIOZLS,X,X,O,O,X,O,X,X,X,X,X,X,X
SJIOZST,X,X,O,X,O,O,X,X,X,X,X,X,X
SJIOZSL,X,X,O,X,X,O,X,X,X,X,X,X,X
SJLTISZ,X,O,X,X,X,X,X,X,X,X,X,O,X
SJLTISO,X,O,X,X,X,X,X,X,X,X,X,X,X
SJLTIZS,X,O,X,X,X,O,X,X,X,X,X,X,X
SJLTIZO,X,O,X,X,X,O,X,X,X,X,X,X,X
SJLTIOS,X,O,X,X,X,X,X,X,X,X,X,X,X
SJLTIOZ,X,O,X,X,X,O,X,X,X,X,X,X,X
SJLTSIZ,O,X,X,X,O,X,X,O,X,X,X,O,X
SJLTSIO,O,X,X,X,O,X,X,O,X,X,X,O,X
SJLTSZI,O,X,X,X,O,X,X,O,X,X,X,O,X
SJLTSZO,O,X,X,X,O,X,X,O,X,X,X,O,X
SJLTSOI,O,X,X,X,O,X,O,O,X,X,X,O,X
SJLTSOZ,O,X,X,X,O,X,O,O,X,X,X,O,X
SJLTZIS,X,O,X,X,X,X,X,X,X,X,X,X,X
SJLTZIO,X,O,X,X,X,X,X,X,X,X,X,X,X
SJLTZSI,X,X,X,X,X,X,X,X,X,X,X,X,X
SJLTZSO,X,X,X,X,X,X,X,X,X,X,X,X,X
SJLTZOI,X,O,X,X,X,X,X,X,X,X,X,X,X
SJLTZOS,X,X,X,X,X,X,X,X,X,X,X,X,X
SJLTOIS,X,O,X,X,X,X,X,X,X,X,X,X,X
SJLTOIZ,X,O,X,X,X,O,X,X,X,X,X,X,X
SJLTOSI,O,X,X,X,O,X,O,X,X,X,X,X,X
SJLTOSZ,O,X,X,X,O,X,O,X,X,X,X,X,X
SJLTOZI,X,O,X,X,X,X,X,X,X,X,X,X,X
SJLTOZS,X,X,X,X,X,X,X,X,X,X,X,X,X
SJLITSZ,X,O,X,X,X,X,X,X,X,X,X,X,X
SJLITSO,X,O,X,X,X,X,X,X,X,X,X,X,X
SJLITZS,X,O,X,X,X,O,X,X,X,X,X,X,X
SJLITZO,X,O,X,X,X,O,X,X,X,X,X,X,X
SJLITOS,X,O,X,X,X,X,X,X,X,X,X,X,X
SJLITOZ,X,O,X,X,X,O,X,X,X,X,X,X,X
SJLISTZ,X,X,X,X,O,X,X,O,X,X,X,X,X
SJLISTO,X,X,X,X,O,X,X,O,X,X,X,X,X
SJLISZT,X,X,X,X,X,X,X,O,X,X,X,X,O
SJLISZO,X,X,X,X,X,X,X,X,X,X,X,X,X
SJLISOT,X,X,X,X,O,X,X,X,X,X,X,X,X
SJLISOZ,X,X,X,X,X,X,X,X,X,X,X,X,X
SJLIZTS,X,O,X,X,X,O,X,X,X,X,X,X,X
SJLIZTO,X,O,X,X,X,O,X,X,X,X,X,X,X
SJLIZST,X,X,X,X,X,O,X,X,X,X,X,X,X
SJLIZSO,X,X,X,X,X,O,X,X,X,X,X,X,X
SJLIZOT,X,O,X,X,X,O,X,X,O,X,X,X,X
SJLIZOS,X,X,X,X,X,O,X,X,O,X,X,X,X
SJLIOTS,X,O,X,X,X,X,X,X,X,X,X,X,X
SJLIOTZ,X,O,X,X,X,O,X,X,X,X,X,X,X
SJLIOST,X,X,X,X,O,X,X,X,X,X,X,X,X
SJLIOSZ,X,X,X,X,X,X,X,X,X,X,X,X,X
SJLIOZT,X,O,X,X,X,O,X,X,O,X,X,X,X
SJLIOZS,X,X,X,X,X,O,X,X,O,X,X,X,X
SJLSTIZ,O,X,X,X,O,X,X,O,X,X,X,O,X
SJLSTIO,O,X,X,X,O,X,X,O,X,X,X,O,X
SJLSTZI,O,X,X,X,O,X,X,O,X,X,X,O,X
SJLSTZO,O,X,X,X,O,X,X,O,X,X,X,O,X
SJLSTOI,O,X,X,X,O,X,X,O,X,X,X,O,X
SJLSTOZ,O,X,X,X,O,X,X,O,X,X,X,O,X
SJLSITZ,X,X,X,X,O,X,X,O,X,X,X,X,X
SJLSITO,X,X,X,X,O,X,X,O,X,X,X,X,X
SJLSIZT,X,X,X,X,X,X,X,O,X,X,X,X,O
SJLSIZO,X,X,X,X,X,X,X,X,X,X,X,X,X
SJLSIOT,X,X,X,X,O,X,X,X,X,X,X,X,X
SJLSIOZ,X,X,X,X,X,X,X,X,X,X,X,X,X
SJLSZTI,O,X,X,X,X,X,X,O,X,X,X,O,X
SJLSZTO,O,X,X,X,X,X,X,O,X,X,X,O,X
SJLSZIT,X,X,X,X,X,X,X,O,X,X,X,X,O
SJLSZIO,X,X,O,X,X,X,X,X,X,X,X,X,X
SJLSZOT,O,X,X,X,X,X,X,O,X,X,X,X,X
SJLSZOI,X,X,O,X,X,X,X,X,X,X,X,X,X
SJLSOTI,O,X,X,X,O,X,X,O,X,X,X,X,X
SJLSOTZ,O,X,X,X,O,X,X,O,X,X,X,X,X
SJLSOIT,X,X,X,X,O,X,X,X,X,X,X,X,X
SJLSOIZ,X,X,O,X,X,X,X,X,X,X,X,X,X
SJLSOZT,O,X,X,X,X,X,X,O,X,X,X,X,X
SJLSOZI,X,X,O,X,X,X,X,X,X,X,X,X,X
SJLZTIS,X,O,X,X,X,X,X,X,X,X,X,X,X
SJLZTIO,X,O,X,X,X,X,X,X,X,X,X,X,X
SJLZTSI,X,X,X,X,X,X,X,X,X,X,X,X,X
SJLZTSO,X,X,X,X,X,X,O,X,X,X,X,X,X
SJLZTOI,X,O,X,X,X,X,X,X,X,X,X,X,X
SJLZTOS,X,X,X,X,X,X,O,X,X,X,X,X,X
SJLZITS,X,O,X,X,X,X,X,X,X,X,X,X,X
SJLZITO,X,O,X,X,X,X,X,X,X,X,X,X,X
SJLZIST,X,X,X,X,X,X,X,X,X,X,X,X,X
SJLZISO,X,X,O,X,X,X,X,X,X,X,X,X,X
SJLZIOT,X,O,X,X,X,X,X,X,O,X,X,X,X
SJLZIOS,X,X,O,X,X,X,X,X,O,X,X,X,X
SJLZSTI,X,X,X,X,X,X,X,O,X,X,X,X,X
SJLZSTO,X,X,X,X,X,X,X,O,X,X,X,X,X
SJLZSIT,X,X,X,X,X,X,X,O,X,X,X,X,X
SJLZSIO,X,X,O,X,X,X,X,X,X,X,X,X,X
SJLZSOT,X,X,X,X,X,X,X,O,X,X,X,X,X
SJLZSOI,X,X,O,X,X,X,X,X,X,X,X,X,X
SJLZOTI,X,O,X,X,X,X,X,X,X,X,X,X,X
SJLZOTS,X,X,X,X,X,X,O,X,X,X,X,X,X
SJLZOIT,X,O,X,X,X,X,X,X,O,X,X,X,X
SJLZOIS,X,X,O,X,X,X,X,X,O,X,X,X,X
SJLZOST,X,X,X,X,X,X,X,X,X,X,X,X,X
SJLZOSI,X,X,X,X,X,X,X,X,X,X,X,X,X
SJLOTIS,X,O,X,X,X,X,X,X,X,X,X,X,X
SJLOTIZ,X,O,X,X,X,O,X,X,X,X,X,X,X
SJLOTSI,O,X,X,X,O,X,O,X,X,X,X,X,X
SJLOTSZ,O,X,X,X,O,X,O,X,X,X,X,X,X
SJLOTZI,X,O,X,X,X,X,X,X,X,X,X,X,X
SJLOTZS,X,X,X,X,X,X,X,X,X,X,X,X,X
SJLOITS,X,O,X,X,X,X,X,X,X,X,X,X,X
SJLOITZ,X,O,X,X,X,O,X,X,X,X,X,X,X
SJLOIST,X,X,X,X,O,X,X,X,X,X,X,X,X
SJLOISZ,X,X,O,X,X,X,X,X,X,X,X,X,X
SJLOIZT,X,O,X,X,X,O,X,X,O,X,X,X,X
SJLOIZS,X,X,O,X,X,O,X,X,O,X,X,X,X
SJLOSTI,O,X,X,X,O,X,X,O,X,X,X,X,X
SJLOSTZ,O,X,X,X,O,X,X,O,X,X,X,X,X
SJLOSIT,X,X,X,X,O,X,X,X,X,X,X,X,X
SJLOSIZ,X,X,O,X,X,X,X,X,X,X,X,X,X
SJLOSZT,O,X,X,X,X,X,X,O,X,X,X,X,X
SJLOSZI,X,X,O,X,X,X,X,X,X,X,X,X,X
SJLOZTI,X,O,X,X,X,X,X,X,X,X,X,X,X
SJLOZTS,X,X,X,X,X,X,O,X,X,X,X,X,X
SJLOZIT,X,O,X,X,X,X,X,X,O,X,X,X,X
SJLOZIS,X,X,O,X,X,X,X,X,O,X,X,X,X
SJLOZST,X,X,X,X,X,X,X,X,X,X,X,X,X
SJLOZSI,X,X,X,X,X,X,X,X,X,X,X,X,X
SJSTILZ,O,X,X,X,O,X,X,X,X,X,X,O,X
SJSTILO,O,X,X,X,O,X,X,X,X,X,X,O,X
SJSTIZL,O,X,X,X,O,O,X,X,X,X,X,O,O
SJSTIZO,O,X,X,X,O,O,X,X,X,X,X,O,O
SJSTIOL,O,X,X,X,O,X,O,X,X,X,X,X,X
SJSTIOZ,O,X,X,X,O,O,X,X,X,X,X,O,X
SJSTLIZ,O,X,X,X,O,X,X,O,X,X,X,O,X
SJSTLIO,O,X,X,X,O,X,X,O,X,X,X,O,X
SJSTLZI,O,X,X,X,O,X,X,O,X,X,X,O,X
SJSTLZO,O,X,X,X,O,X,X,O,X,X,X,O,X
SJSTLOI,O,X,X,X,O,X,O,O,X,X,X,O,X
SJSTLOZ,O,X,X,X,O,X,O,O,X,X,X,O,X
SJSTZIL,O,X,X,X,O,X,X,X,X,X,O,O,O
SJSTZIO,O,X,O,X,O,X,X,X,X,X,O,O,O
SJSTZLI,O,X,X,X,O,X,X,O,X,X,O,O,X
SJSTZLO,O,X,X,X,O,X,X,O,X,X,O,O,X
SJSTZOI,O,X,O,X,O,X,X,X,X,X,O,O,X
SJSTZOL,O,X,X,X,O,X,O,X,X,X,O,O,X
SJSTOIL,O,X,X,X,O,X,O,X,X,X,X,X,X
SJSTOIZ,O,X,O,X,O,O,X,X,X,X,X,O,X
SJSTOLI,O,X,X,X,O,X,O,X,X,X,X,O,X
SJSTOLZ,O,X,X,X,O,X,O,X,X,X,X,O,X
SJSTOZI,O,X,O,X,O,X,X,X,X,X,O,O,X
SJSTOZL,O,X,X,X,O,X,O,X,X,X,O,O,X
SJSITLZ,O,X,X,X,O,X,X,X,X,X,X,O,X
SJSITLO,O,X,X,X,O,X,X,X,X,X,X,O,X
SJSITZL,O,X,X,X,O,O,X,X,X,X,X,O,O
SJSITZO,O,X,X,X,O,O,X,X,X,X,X,O,O
SJSITOL,O,X,X,X,O,X,X,X,X,X,X,X,X
SJSITOZ,O,X,X,X,O,O,X,X,X,X,X,O,X
SJSILTZ,X,X,X,X,O,X,X,O,X,X,X,X,X
SJSILTO,X,X,X,X,O,X,X,O,X,X,X,X,X
SJSILZT,X,X,X,X,X,X,X,O,X,X,X,X,O
SJSILZO,X,X,X,X,X,X,X,X,X,X,X,X,X
SJSILOT,X,X,X,X,O,X,X,X,X,X,X,X,X
SJSILOZ,X,X,X,X,X,X,X,X,X,X,X,X,X
SJSIZTL,O,X,X,X,O,O,X,X,X,X,X,O,O
SJSIZTO,O,X,O,X,O,O,X,X,X,X,X,O,O
SJSIZLT,X,X,X,X,X,O,X,O,X,X,X,X,O
SJSIZLO,X,X,O,X,X,O,X,X,X,X,X,X,X
SJSIZOT,O,X,O,X,O,O,X,X,X,X,X,X,O
SJSIZOL,X,X,O,X,X,O,X,X,X,X,X,X,X
SJSIOTL,O,X,X,X,O,X,X,X,X,X,X,X,X
SJSIOTZ,O,X,O,X,O,O,X,X,X,X,X,X,X
SJSIOLT,X,X,X,X,O,X,X,X,X,X,X,X,X
SJSIOLZ,X,X,O,X,X,X,X,X,X,X,X,X,X
SJSIOZT,O,X,O,X,O,O,X,X,X,X,X,X,O
SJSIOZL,X,X,O,X,X,O,X,X,X,X,X,X,X
SJSLTIZ,O,X,X,X,O,X,X,O,X,X,X,O,X
SJSLTIO,O,X,X,X,O,X,X,O,X,X,X,O,X
SJSLTZI,O,X,X,X,O,X,X,O,X,X,X,O,X
SJSLTZO,O,X,X,X,O,X,X,O,X,X,X,O,X
SJSLTOI,O,X,X,X,O,X,X,O,X,X,X,O,X
SJSLTOZ,O,X,X,X,O,X,X,O,X,X,X,O,X
SJSLITZ,X,X,X,X,O,X,X,O,X,X,X,X,X
SJSLITO,X,X,X,X,O,X,X,O,X,X,X,X,X
SJSLIZT,X,X,X,X,X,X,X,O,X,X,X,X,O
SJSLIZO,X,X,X,X,X,X,X,X,X,X,X,X,X
SJSLIOT,X,X,X,X,O,X,X,X,X,X,X,X,X
SJSLIOZ,X,X,X,X,X,X,X,X,X,X,X,X,X
SJSLZTI,O,X,X,X,X,X,X,O,X,X,X,O,X
SJSLZTO,O,X,X,X,X,X,X,O,X,X,X,O,X
SJSLZIT,X,X,X,X,X,X,X,O,X,X,X,X,O
SJSLZIO,X,X,O,X,X,X,X,X,X,X,X,X,X
SJSLZOT,O,X,X,X,X,X,X,O,X,X,X,X,X
SJSLZOI,X,X,O,X,X,X,X,X,X,X,X,X,X
SJSLOTI,O,X,X,X,O,X,X,O,X,X,X,X,X
SJSLOTZ,O,X,X,X,O,X,X,O,X,X,X,X,X
SJSLOIT,X,X,X,X,O,X,X,X,X,X,X,X,X
SJSLOIZ,X,X,O,X,X,X,X,X,X,X,X,X,X
SJSLOZT,O,X,X,X,X,X,X,O,X,X,X,X,X
SJSLOZI,X,X,O,X,X,X,X,X,X,X,X,X,X
SJSZTIL,O,X,X,X,O,X,X,X,X,X,O,O,O
SJSZTIO,O,X,O,X,O,X,O,X,X,X,O,O,O
SJSZTLI,O,X,X,X,O,X,X,O,X,X,O,O,X
SJSZTLO,O,X,X,X,O,X,O,O,X,X,O,O,X
SJSZTOI,O,X,O,X,O,X,O,X,X,X,O,O,X
SJSZTOL,O,X,X,X,O,X,O,X,X,X,O,O,X
SJSZITL,O,X,X,X,O,X,X,X,X,X,O,O,O
SJSZITO,O,X,O,X,O,X,X,X,X,X,O,O,O
SJSZILT,X,X,X,X,X,X,X,O,X,X,O,X,O
SJSZILO,X,X,O,X,X,X,X,X,X,X,O,X,X
SJSZIOT,O,X,O,X,O,X,X,X,X,X,O,X,O
SJSZIOL,X,X,O,X,X,X,X,X,X,X,O,X,X
SJSZLTI,O,X,X,X,X,X,X,O,X,X,O,O,X
SJSZLTO,O,X,X,X,X,X,X,O,X,X,O,O,X
SJSZLIT,X,X,X,X,X,X,X,O,X,X,O,X,O
SJSZLIO,X,X,O,X,X,X,X,X,X,X,O,X,X
SJSZLOT,O,X,X,X,X,X,X,O,X,X,O,X,X
SJSZLOI,X,X,O,X,X,X,X,X,X,X,O,X,X
SJSZOTI,O,X,O,X,O,X,O,X,X,X,O,O,X
SJSZOTL,O,X,O,X,O,X,O,X,X,X,O,O,X
SJSZOIT,O,X,O,X,O,X,X,X,X,X,O,X,O
SJSZOIL,X,X,O,X,X,X,X,X,X,X,O,X,X
SJSZOLT,O,X,X,X,X,X,X,O,X,X,O,X,X
SJSZOLI,X,X,O,X,X,X,X,X,X,X,O,X,X
SJSOTIL,O,X,O,X,O,X,O,X,X,X,X,X,X
SJSOTIZ,O,X,O,X,O,O,X,X,X,X,X,O,X
SJSOTLI,O,X,O,X,O,X,O,X,X,X,X,O,X
SJSOTLZ,O,X,O,X,O,X,O,X,X,X,X,O,X
SJSOTZI,O,X,O,X,O,X,X,X,X,X,O,O,X
SJSOTZL,O,X,O,X,O,X,O,X,X,X,O,O,X
SJSOITL,O,X,O,X,O,X,X,X,X,X,X,X,X
SJSOITZ,O,X,O,X,O,O,X,X,X,X,X,X,X
SJSOILT,X,X,X,X,O,X,X,X,X,X,X,X,X
SJSOILZ,X,X,O,X,X,X,X,X,X,X,X,X,X
SJSOIZT,O,X,O,X,O,O,X,X,X,X,X,X,O
SJSOIZL,X,X,O,X,X,O,X,X,X,X,X,X,X
SJSOLTI,O,X,X,X,O,X,X,O,X,X,X,X,X
SJSOLTZ,O,X,X,X,O,X,X,O,X,X,X,X,X
SJSOLIT,X,X,X,X,O,X,X,X,X,X,X,X,X
SJSOLIZ,X,X,O,X,X,X,X,X,X,X,X,X,X
SJSOLZT,O,X,X,X,X,X,X,O,X,X,X,X,X
SJSOLZI,X,X,O,X,X,X,X,X,X,X,X,X,X
SJSOZTI,O,X,O,X,O,X,O,X,X,X,O,O,X
SJSOZTL,O,X,O,X,O,X,O,X,X,X,O,O,X
SJSOZIT,O,X,O,X,O,X,X,X,X,X,O,X,O
SJSOZIL,X,X,O,X,X,X,X,X,X,X,O,X,X
SJSOZLT,O,X,X,X,X,X,X,O,X,X,O,X,X
SJSOZLI,X,X,O,X,X,X,X,X,X,X,O,X,X
SJZTILS,X,O,X,O,X,O,X,X,X,X,X,X,X
SJZTILO,X,O,X,O,X,O,X,X,X,X,X,X,X
SJZTISL,X,X,X,X,X,O,X,X,X,X,X,O,X
SJZTISO,X,X,O,X,X,O,O,X,X,X,X,O,X
SJZTIOL,X,O,X,O,X,O,X,X,X,X,X,X,X
SJZTIOS,X,X,O,X,X,O,O,X,X,X,O,X,X
SJZTLIS,X,O,X,X,X,X,X,X,X,X,X,X,X
SJZTLIO,X,O,X,X,X,X,X,X,X,X,X,X,X
SJZTLSI,X,X,X,X,X,X,X,X,X,X,X,X,X
SJZTLSO,X,X,X,X,X,X,O,X,X,X,X,X,X
SJZTLOI,X,O,X,X,X,X,X,X,X,O,X,X,X
SJZTLOS,X,X,X,X,X,X,O,X,X,O,X,X,X
SJZTSIL,O,X,X,X,O,X,X,X,X,X,O,O,X
SJZTSIO,O,X,O,X,O,X,O,X,X,X,O,O,X
SJZTSLI,O,X,X,X,O,X,X,X,X,X,O,O,X
SJZTSLO,O,X,X,X,O,X,O,X,X,X,O,O,X
SJZTSOI,O,X,O,X,O,X,O,X,X,X,O,O,X
SJZTSOL,O,X,X,X,O,X,O,X,X,X,O,O,X
SJZTOIL,X,O,X,O,X,O,X,X,X,X,X,X,X
SJZTOIS,X,X,O,X,X,O,O,X,X,X,O,X,X
SJZTOLI,X,O,X,X,X,X,X,X,X,O,X,X,X
SJZTOLS,X,X,X,X,X,X,O,X,X,O,X,X,X
SJZTOSI,O,X,X,X,O,X,O,X,X,X,O,X,X
SJZTOSL,O,X,X,X,O,X,O,X,X,X,O,X,X
SJZITLS,X,O,X,O,X,O,X,X,X,X,X,X,X
SJZITLO,X,O,X,O,X,O,X,X,X,X,X,X,X
SJZITSL,X,X,X,X,X,O,X,X,X,X,X,X,X
SJZITSO,X,X,O,X,X,O,O,X,X,X,X,X,X
SJZITOL,X,O,X,O,X,O,X,X,X,X,X,X,X
SJZITOS,X,X,O,X,X,O,O,X,X,X,O,X,X
SJZILTS,X,O,X,O,X,O,X,X,X,X,X,X,X
SJZILTO,X,O,X,O,X,O,X,X,X,X,X,X,X
SJZILST,X,X,X,O,X,O,X,X,X,X,X,X,X
SJZILSO,X,X,O,O,X,O,X,X,X,X,X,X,X
SJZILOT,X,O,X,O,X,O,X,X,X,X,X,X,X
SJZILOS,X,X,O,O,X,O,X,X,X,X,X,X,X
SJZISTL,X,X,X,X,O,O,X,X,X,X,X,X,O
SJZISTO,X,X,O,X,O,O,X,X,X,X,O,X,O
SJZISLT,X,X,X,X,X,O,X,X,X,X,X,X,O
SJZISLO,X,X,O,X,X,O,X,X,X,X,X,X,X
SJZISOT,X,X,O,X,O,O,X,X,X,X,O,X,O
SJZISOL,X,X,O,X,X,O,X,X,X,X,X,X,X
SJZIOTL,X,O,X,O,X,O,X,X,X,X,X,X,X
SJZIOTS,X,X,O,X,X,O,O,X,X,X,O,X,X
SJZIOLT,X,O,X,O,X,O,X,X,X,X,X,X,X
SJZIOLS,X,X,O,O,X,O,X,X,X,X,X,X,X
SJZIOST,X,X,O,X,O,O,X,X,X,X,O,X,X
SJZIOSL,X,X,O,X,X,O,X,X,X,X,X,X,X
