sequence,v115@GhA8HeD8DeF8CeE8JeT/IvhEZlBumB3iBtqBarB,v115@GhA8HeD8DeF8CeE8JeT/IvhEihB3iB9qBcrBOqB,v115@GhA8HeD8DeF8CeE8Jei/IvhERhB3iBTmB0qBFqB,v115@GhA8HeD8DeF8CeE8JeT/IvhE0gBlhB3iBxqB2vB,v115@GhA8HeD8DeF8CeE8JeT/IvhEdmBRiBCnB0qBOqB,v115@GhA8HeD8DeF8CeE8JeT/IvhE0hBliBxqBKqBfrB,v115@GhA8HeD8DeF8CeE8JeT/IvhEZlB0hBliBCrBfrB,v115@GhA8HeD8DeF8CeE8JeT/IvhE3iBxlB0lBlmB2vB,v115@GhA8HeD8DeF8CeE8JeT/IvhEamBumB3iB0qBNqB,v115@GhA8HeD8DeF8CeE8JeT/IvhE0gBRiBNqBCnBerB,v115@GhA8HeD8DeF8CeE8JeT/IvhE3iBNqBGmBimB0qB,v115@GhA8HeD8DeF8CeE8JeiBJvhE3iBxkBcrB9qBmpB,v115@GhA8HeD8DeF8CeE8Jex/IvhEihB3iB9qBcrBmpB,v115@GhA8HeD8DeF8CeE8JeT/IvhExgBliB3mB0qBiqB
STIJOLZ,O,X,X,O,X,X,X,X,X,X,O,X,X,X
STIJOZL,O,X,X,O,X,X,X,X,X,X,X,X,X,O
STIZLJO,X,O,X,X,X,O,X,X,X,X,X,O,O,O
STIZLOJ,X,O,O,X,X,O,X,X,X,X,X,O,O,O
STIZJLO,O,O,X,O,X,O,X,X,X,X,X,X,O,X
STIZJOL,O,O,X,O,X,X,X,X,X,X,X,X,O,O
STIZOLJ,X,O,X,X,X,O,X,X,X,X,X,X,O,O
STIZOJL,O,O,X,O,X,X,X,X,X,X,X,X,X,O
STIOLJZ,O,X,X,O,X,O,O,X,X,X,X,X,X,X
STIOLZJ,X,X,X,X,X,O,O,X,X,X,X,X,X,O
STIOJLZ,O,X,X,O,X,X,X,X,X,X,O,X,X,X
STIOJZL,O,X,X,O,X,X,X,X,X,X,X,X,X,O
STIOZLJ,X,O,X,X,X,O,X,X,X,X,X,X,O,O
STIOZJL,O,O,X,O,X,X,X,X,X,X,X,X,X,O
STLIJZO,O,X,X,O,X,X,O,X,X,X,X,X,X,X
STLIJOZ,O,X,X,O,X,X,O,X,X,X,X,X,X,X
STLIZJO,X,X,X,X,X,X,O,X,X,X,X,X,O,X
STLIZOJ,X,X,O,X,X,X,O,X,X,X,X,X,O,X
STLIOJZ,O,X,X,O,X,X,O,X,X,X,X,X,X,X
STLIOZJ,X,X,O,X,X,X,O,X,X,X,X,X,X,O
STLJIZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STLJIOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STLJZIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLJZOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLJOIZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X
STLJOZI,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STLZIJO,X,O,X,X,X,X,X,X,X,X,X,X,O,O
STLZIOJ,X,O,O,X,X,X,X,X,X,X,X,X,O,O
STLZJIO,X,O,X,X,X,X,X,X,X,X,X,X,O,O
STLZJOI,X,O,X,X,X,X,X,X,X,X,X,X,O,O
STLZOIJ,X,O,O,X,X,X,X,X,X,X,X,X,O,O
STLZOJI,X,O,X,X,X,X,X,X,X,O,X,X,O,O
STLOIJZ,O,X,X,O,X,X,O,X,X,X,X,X,X,X
STLOIZJ,X,X,O,X,X,X,O,X,X,X,X,X,X,O
STLOJIZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X
STLOJZI,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STLOZIJ,X,O,X,X,X,X,X,X,X,X,X,X,X,O
STLOZJI,X,O,X,X,X,X,X,X,X,O,X,X,X,O
STJILZO,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STJILOZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STJIZLO,O,X,X,O,X,X,X,X,X,X,X,X,O,X
STJIZOL,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STJIOLZ,O,X,X,O,X,X,X,O,X,X,O,X,X,X
STJIOZL,O,X,X,O,X,X,X,O,X,X,X,X,X,O
STJLIZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STJLIOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STJLZIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJLZOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJLOIZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X
STJLOZI,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STJZILO,O,O,X,X,X,X,X,X,X,X,X,X,O,X
STJZIOL,O,O,X,X,X,X,X,X,X,X,X,X,O,O
STJZLIO,X,O,X,X,X,X,X,X,O,X,X,X,O,O
STJZLOI,X,O,X,X,X,X,X,X,O,X,X,X,O,O
STJZOIL,O,O,X,X,X,X,X,X,X,X,X,X,O,O
STJZOLI,X,O,X,X,X,X,X,X,X,X,O,X,O,O
STJOILZ,O,X,X,O,X,X,X,O,X,X,O,X,X,X
STJOIZL,O,X,X,O,X,X,X,O,X,X,X,X,X,O
STJOLIZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X
STJOLZI,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STJOZIL,O,O,X,X,X,X,X,X,X,X,X,X,X,O
STJOZLI,X,O,X,X,X,X,X,X,X,X,O,X,X,O
STZILJO,X,O,X,X,X,O,X,X,X,X,X,O,O,O
STZILOJ,X,O,O,X,X,O,X,X,X,X,X,O,O,O
STZIJLO,O,O,X,O,X,O,X,X,X,X,X,X,O,X
STZIJOL,O,O,X,O,X,X,X,X,X,X,X,X,O,O
STZIOLJ,X,O,X,X,X,O,X,X,X,X,X,X,O,O
STZIOJL,O,O,X,O,X,X,X,X,X,X,X,X,X,O
STZLIJO,X,O,X,X,X,X,X,X,X,X,X,O,O,O
STZLIOJ,X,O,O,X,X,X,X,X,X,X,X,O,O,O
STZLJIO,X,O,X,X,X,X,X,X,O,X,X,X,O,O
STZLJOI,X,O,X,X,X,X,X,X,O,X,X,X,O,O
STZLOIJ,X,O,O,X,X,X,X,X,X,X,X,X,O,O
STZLOJI,X,O,X,X,X,X,X,X,X,O,X,X,O,O
STZJILO,O,O,X,X,X,X,X,X,X,X,X,X,O,X
STZJIOL,O,O,X,X,X,X,X,X,X,X,X,X,O,O
STZJLIO,X,O,X,X,X,X,X,X,O,X,X,X,O,O
STZJLOI,X,O,X,X,X,X,X,X,O,X,X,X,O,O
STZJOIL,O,O,X,X,X,X,X,X,X,X,X,X,O,O
STZJOLI,X,O,X,X,X,X,X,X,X,X,O,X,O,O
STZOILJ,X,O,O,X,X,X,X,X,X,X,X,X,O,O
STZOIJL,O,O,O,O,X,X,X,X,X,X,X,X,X,O
STZOLIJ,X,O,O,X,X,X,X,X,X,X,X,X,O,O
STZOLJI,X,O,O,X,X,X,X,X,X,O,X,X,O,O
STZOJIL,O,O,O,X,X,X,X,X,X,X,X,X,O,O
STZOJLI,X,O,O,X,X,X,X,X,X,X,O,X,O,O
STOILJZ,O,X,X,O,X,O,O,X,X,X,X,X,X,X
STOILZJ,X,X,O,X,X,O,O,X,X,X,X,X,X,O
STOIJLZ,O,X,X,O,X,X,X,X,X,X,O,X,X,X
STOIJZL,O,X,X,O,X,X,X,X,X,X,X,X,X,O
STOIZLJ,X,O,O,X,X,X,X,X,X,X,X,X,O,O
STOIZJL,O,O,O,O,X,X,X,X,X,X,X,X,X,O
STOLIJZ,O,X,X,O,X,X,O,X,X,X,X,X,X,X
STOLIZJ,X,X,O,X,X,X,O,X,X,X,X,X,X,O
STOLJIZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X
STOLJZI,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STOLZIJ,X,O,X,X,X,X,X,X,X,X,X,X,X,O
STOLZJI,X,O,X,X,X,X,X,X,X,O,X,X,X,O
STOJILZ,O,X,X,O,X,X,X,O,X,X,O,X,X,X
STOJIZL,O,X,X,O,X,X,X,O,X,X,X,X,X,O
STOJLIZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X
STOJLZI,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STOJZIL,O,O,X,X,X,X,X,X,X,X,X,X,X,O
STOJZLI,X,O,X,X,X,X,X,X,X,X,O,X,X,O
STOZILJ,X,O,O,X,X,X,X,X,X,X,X,X,O,O
STOZIJL,O,O,O,O,X,X,X,X,X,X,X,X,X,O
STOZLIJ,X,O,O,X,X,X,X,X,X,X,X,X,O,O
STOZLJI,X,O,O,X,X,X,X,X,X,O,X,X,O,O
STOZJIL,O,O,O,X,X,X,X,X,X,X,X,X,O,O
STOZJLI,X,O,O,X,X,X,X,X,X,X,O,X,O,O
SITLJZO,O,X,X,O,X,O,O,X,X,X,X,X,X,X
SITLJOZ,O,X,X,O,X,O,O,X,X,X,X,X,X,X
SITLZJO,X,X,X,X,X,O,O,X,X,X,X,X,O,X
SITLZOJ,X,X,O,X,X,O,O,X,X,X,X,X,O,X
SITLOJZ,O,X,X,O,X,O,O,X,X,X,X,X,X,X
SITLOZJ,X,X,O,X,X,O,O,X,X,X,X,X,X,O
SITJLZO,O,X,X,O,X,O,X,X,X,X,X,X,X,X
SITJLOZ,O,X,X,O,X,O,X,X,X,X,X,X,X,X
SITJZLO,O,X,X,O,X,O,X,X,X,X,X,X,O,X
SITJZOL,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SITJOLZ,O,X,X,O,X,X,X,X,X,X,O,X,X,X
SITJOZL,O,X,X,O,X,X,X,X,X,X,X,X,X,O
SITZLJO,X,O,X,X,X,O,X,X,X,X,X,O,O,O
SITZLOJ,X,O,O,X,X,O,X,X,X,X,X,O,O,O
SITZJLO,O,O,X,O,X,O,X,X,X,X,X,X,O,X
SITZJOL,O,O,X,O,X,X,X,X,X,X,X,X,O,O
SITZOLJ,X,O,X,X,X,O,X,X,X,X,X,X,O,O
SITZOJL,O,O,X,O,X,X,X,X,X,X,X,X,X,O
SITOLJZ,O,X,X,O,X,O,O,X,X,X,X,X,X,X
SITOLZJ,X,X,X,X,X,O,O,X,X,X,X,X,X,O
SITOJLZ,O,X,X,O,X,X,X,X,X,X,O,X,X,X
SITOJZL,O,X,X,O,X,X,X,X,X,X,X,X,X,O
SITOZLJ,X,O,X,X,X,O,X,X,X,X,X,X,O,O
SITOZJL,O,O,X,O,X,X,X,X,X,X,X,X,X,O
SILTJZO,O,X,X,O,X,O,O,X,X,X,X,X,X,X
SILTJOZ,O,X,X,O,X,O,O,X,X,X,X,X,X,X
SILTZJO,X,X,X,X,X,O,O,X,X,X,X,X,X,X
SILTZOJ,X,X,O,X,X,O,O,X,X,X,X,X,X,X
SILTOJZ,O,X,X,O,X,O,O,X,X,X,X,X,X,X
SILTOZJ,X,X,O,X,X,O,O,X,X,X,X,X,X,O
SILJTZO,O,X,X,O,X,O,O,X,X,X,X,X,X,X
SILJTOZ,O,X,X,O,X,O,O,X,X,X,X,X,X,X
SILJZTO,X,X,X,O,X,O,O,X,X,X,X,X,X,X
SILJZOT,X,X,O,O,X,O,O,X,X,X,X,X,X,X
SILJOTZ,O,X,X,O,X,O,O,X,X,X,X,X,X,X
SILJOZT,X,X,O,O,X,O,O,X,X,X,X,X,X,X
SILZTJO,X,X,X,X,O,O,O,X,X,X,X,O,X,X
SILZTOJ,X,X,O,X,O,O,O,X,X,X,X,O,X,X
SILZJTO,X,X,X,X,X,O,O,X,X,X,X,O,X,X
SILZJOT,X,X,O,X,X,O,O,X,X,X,X,X,X,X
SILZOTJ,X,X,O,X,O,O,O,X,X,X,X,O,X,X
SILZOJT,X,X,O,X,X,O,O,X,X,X,X,X,X,X
SILOTJZ,O,X,X,O,X,O,O,X,X,X,X,X,X,X
SILOTZJ,X,X,O,X,X,O,O,X,X,X,X,X,X,O
SILOJTZ,O,X,X,O,X,O,O,X,X,X,X,X,X,X
SILOJZT,X,X,O,O,X,O,O,X,X,X,X,X,X,X
SILOZTJ,X,X,O,X,O,O,O,X,X,X,X,X,X,X
SILOZJT,X,X,O,X,X,O,O,X,X,X,X,X,X,X
SIJTLZO,O,X,X,O,X,O,X,X,X,X,X,X,X,X
SIJTLOZ,O,X,X,O,X,O,X,X,X,X,X,X,X,X
SIJTZLO,O,X,X,O,X,O,X,X,X,X,X,X,X,X
SIJTZOL,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SIJTOLZ,O,X,X,O,X,X,X,O,X,X,X,X,X,X
SIJTOZL,O,X,X,O,X,X,X,O,X,X,X,X,X,O
SIJLTZO,O,X,X,O,X,O,X,X,X,X,X,X,X,X
SIJLTOZ,O,X,X,O,X,O,X,X,X,X,X,X,X,X
SIJLZTO,X,X,X,O,X,O,X,X,X,X,X,X,X,X
SIJLZOT,X,X,O,O,X,O,X,X,X,X,X,X,X,X
SIJLOTZ,O,X,X,O,X,O,X,O,X,X,X,X,X,X
SIJLOZT,X,X,O,O,X,O,X,O,X,X,X,X,X,X
SIJZTLO,O,X,X,O,X,O,X,X,X,X,X,X,X,X
SIJZTOL,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SIJZLTO,X,X,X,O,X,O,X,X,O,X,X,O,X,X
SIJZLOT,X,X,O,O,X,O,X,X,X,X,X,X,X,X
SIJZOTL,O,X,X,O,X,X,X,O,X,X,X,X,X,X
SIJZOLT,X,X,X,O,X,X,X,O,X,X,X,X,X,X
SIJOTLZ,O,X,X,O,X,X,X,O,X,X,X,X,X,X
SIJOTZL,O,X,X,O,X,X,X,O,X,X,X,X,X,O
SIJOLTZ,O,X,X,O,X,X,X,O,X,X,X,X,X,X
SIJOLZT,X,X,X,O,X,X,X,O,X,X,X,X,X,X
SIJOZTL,O,X,X,O,X,X,X,O,X,X,X,X,X,X
SIJOZLT,X,X,X,O,X,X,X,O,X,X,X,X,X,X
SIZTLJO,X,O,X,X,X,O,X,X,X,X,X,O,O,O
SIZTLOJ,X,O,O,X,X,O,X,X,X,X,X,O,O,O
SIZTJLO,O,O,X,O,X,O,X,X,X,X,X,X,O,X
SIZTJOL,O,O,X,O,X,X,X,X,X,X,X,X,O,O
SIZTOLJ,X,O,X,X,X,O,X,X,X,X,X,X,O,O
SIZTOJL,O,O,X,O,X,X,X,X,X,X,X,X,X,O
SIZLTJO,X,O,X,X,O,O,X,X,X,X,X,O,O,O
SIZLTOJ,X,O,O,X,O,O,X,X,X,X,X,O,O,O
SIZLJTO,X,X,X,X,X,O,X,X,O,X,X,O,X,O
SIZLJOT,X,X,O,X,X,O,X,X,X,X,X,X,X,O
SIZLOTJ,X,O,O,X,O,O,X,X,X,X,X,O,X,O
SIZLOJT,X,X,O,X,X,O,X,X,X,X,X,X,X,O
SIZJTLO,O,X,X,O,X,O,X,X,X,X,X,X,X,X
SIZJTOL,O,X,X,O,X,X,X,X,X,X,X,X,X,O
SIZJLTO,X,X,X,O,X,O,X,X,O,X,X,O,X,X
SIZJLOT,X,X,O,O,X,O,X,X,X,X,X,X,X,X
SIZJOTL,O,X,X,O,X,X,X,X,X,X,X,X,X,O
SIZJOLT,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIZOTLJ,X,O,O,X,X,O,X,X,X,X,X,X,X,O
SIZOTJL,O,O,O,O,X,X,X,X,X,X,X,X,X,O
SIZOLTJ,X,O,O,X,O,O,X,X,X,X,X,O,X,O
SIZOLJT,X,X,O,X,X,O,X,X,X,X,X,X,X,O
SIZOJTL,O,X,O,O,X,X,X,X,X,X,X,X,X,O
SIZOJLT,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SIOTLJZ,O,X,X,O,X,O,O,X,X,X,X,X,X,X
SIOTLZJ,X,X,O,X,X,O,O,X,X,X,X,X,X,O
SIOTJLZ,O,X,X,O,X,X,X,X,X,X,O,X,X,X
SIOTJZL,O,X,X,O,X,X,X,X,X,X,X,X,X,O
SIOTZLJ,X,O,O,X,X,O,X,X,X,X,X,X,X,O
SIOTZJL,O,O,O,O,X,X,X,X,X,X,X,X,X,O
SIOLTJZ,O,X,X,O,X,O,O,X,X,X,X,X,X,X
SIOLTZJ,X,X,O,X,X,O,O,X,X,X,X,X,X,O
SIOLJTZ,O,X,X,O,X,O,O,X,X,X,X,X,X,X
SIOLJZT,X,X,O,O,X,O,O,X,X,X,X,X,X,X
SIOLZTJ,X,X,O,X,O,O,O,X,X,X,X,X,X,X
SIOLZJT,X,X,O,X,X,O,O,X,X,X,X,X,X,X
SIOJTLZ,O,X,X,O,X,X,X,O,X,X,X,X,X,X
SIOJTZL,O,X,X,O,X,X,X,O,X,X,X,X,X,O
SIOJLTZ,O,X,X,O,X,X,X,O,X,X,X,X,X,X
SIOJLZT,X,X,O,O,X,X,X,O,X,X,X,X,X,X
SIOJZTL,O,X,O,O,X,X,X,O,X,X,X,X,X,X
SIOJZLT,X,X,O,O,X,X,X,O,X,X,X,X,X,X
SIOZTLJ,X,O,O,X,X,O,X,X,X,X,X,X,X,O
SIOZTJL,O,O,O,O,X,X,X,X,X,X,X,X,X,O
SIOZLTJ,X,O,O,X,O,O,X,X,X,X,X,O,X,O
SIOZLJT,X,X,O,X,X,O,X,X,X,X,X,X,X,O
SIOZJTL,O,X,O,O,X,X,X,X,X,X,X,X,X,O
SIOZJLT,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SLTIJZO,O,X,X,O,X,X,O,X,X,X,X,X,X,X
SLTIJOZ,O,X,X,O,X,X,O,X,X,X,X,X,X,X
SLTIZJO,X,X,X,X,X,X,O,X,X,X,X,X,O,X
SLTIZOJ,X,X,O,X,X,X,O,X,X,X,X,X,O,X
SLTIOJZ,O,X,X,O,X,X,O,X,X,X,X,X,X,X
SLTIOZJ,X,X,O,X,X,X,O,X,X,X,X,X,X,O
SLTJIZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTJIOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTJZIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTJZOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTJOIZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X
SLTJOZI,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SLTZIJO,X,O,X,X,X,X,X,X,X,X,X,X,O,O
SLTZIOJ,X,O,O,X,X,X,X,X,X,X,X,X,O,O
SLTZJIO,X,O,X,X,X,X,X,X,X,X,X,X,O,O
SLTZJOI,X,O,X,X,X,X,X,X,X,X,X,X,O,O
SLTZOIJ,X,O,O,X,X,X,X,X,X,X,X,X,O,O
SLTZOJI,X,O,X,X,X,X,X,X,X,O,X,X,O,O
SLTOIJZ,O,X,X,O,X,X,O,X,X,X,X,X,X,X
SLTOIZJ,X,X,O,X,X,X,O,X,X,X,X,X,X,O
SLTOJIZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X
SLTOJZI,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SLTOZIJ,X,O,X,X,X,X,X,X,X,X,X,X,X,O
SLTOZJI,X,O,X,X,X,X,X,X,X,O,X,X,X,O
SLITJZO,O,X,X,O,X,X,O,X,X,X,X,X,X,X
SLITJOZ,O,X,X,O,X,X,O,X,X,X,X,X,X,X
SLITZJO,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SLITZOJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X
SLITOJZ,O,X,X,O,X,X,O,X,X,X,X,X,X,X
SLITOZJ,X,X,O,X,X,X,O,X,X,X,X,X,X,O
SLIJTZO,O,X,X,O,X,X,O,X,X,X,X,X,X,X
SLIJTOZ,O,X,X,O,X,X,O,X,X,X,X,X,X,X
SLIJZTO,X,X,X,O,X,X,O,X,X,X,X,X,X,X
SLIJZOT,X,X,O,O,X,X,O,X,X,X,X,X,X,X
SLIJOTZ,O,X,X,O,X,X,O,X,X,X,X,X,X,X
SLIJOZT,X,X,O,O,X,X,O,X,X,X,X,X,X,X
SLIZTJO,X,X,X,X,O,X,O,X,X,X,X,O,X,X
SLIZTOJ,X,X,O,X,O,X,O,X,X,X,X,O,X,X
SLIZJTO,X,X,X,X,X,X,O,X,X,X,X,O,X,X
SLIZJOT,X,X,O,X,X,X,O,X,X,X,X,X,X,X
SLIZOTJ,X,X,O,X,O,X,O,X,X,X,X,O,X,X
SLIZOJT,X,X,O,X,X,X,O,X,X,X,X,X,X,X
SLIOTJZ,O,X,X,O,X,X,O,X,X,X,X,X,X,X
SLIOTZJ,X,X,O,X,X,X,O,X,X,X,X,X,X,O
SLIOJTZ,O,X,X,O,X,X,O,X,X,X,X,X,X,X
SLIOJZT,X,X,O,O,X,X,O,X,X,X,X,X,X,X
SLIOZTJ,X,X,O,X,O,X,O,X,X,X,X,X,X,X
SLIOZJT,X,X,O,X,X,X,O,X,X,X,X,X,X,X
SLJTIZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJTIOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJTZIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJTZOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJTOIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJTOZI,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJITZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJITOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJIZTO,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJIZOT,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLJIOTZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X
SLJIOZT,X,X,O,X,X,X,X,O,X,X,X,X,X,X
SLJZTIO,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SLJZTOI,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SLJZITO,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SLJZIOT,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLJZOTI,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SLJZOIT,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLJOTIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJOTZI,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJOITZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X
SLJOIZT,X,X,O,X,X,X,X,O,X,X,X,X,X,X
SLJOZTI,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJOZIT,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLZTIJO,X,O,X,X,O,X,X,X,X,X,X,O,O,O
SLZTIOJ,X,O,O,X,O,X,X,X,X,X,X,O,O,O
SLZTJIO,X,O,X,X,O,X,X,X,O,X,X,X,O,O
SLZTJOI,X,O,X,X,O,X,X,X,O,X,X,X,O,O
SLZTOIJ,X,O,O,X,O,X,X,X,X,X,X,X,O,O
SLZTOJI,X,O,X,X,O,X,X,X,X,X,X,X,O,O
SLZITJO,X,O,X,X,O,X,X,X,X,X,X,O,O,O
SLZITOJ,X,O,O,X,O,X,X,X,X,X,X,O,O,O
SLZIJTO,X,X,X,X,X,X,X,X,O,X,X,O,X,O
SLZIJOT,X,X,O,X,X,X,X,X,X,X,X,X,X,O
SLZIOTJ,X,O,O,X,O,X,X,X,X,X,X,O,X,O
SLZIOJT,X,X,O,X,X,X,X,X,X,X,X,X,X,O
SLZJTIO,X,O,X,X,X,X,X,X,O,X,X,X,O,O
SLZJTOI,X,O,X,X,X,X,X,X,O,X,X,X,O,O
SLZJITO,X,X,X,X,X,X,X,X,O,X,X,O,X,O
SLZJIOT,X,X,O,X,X,X,X,X,X,X,X,X,X,O
SLZJOTI,X,O,X,X,X,X,X,X,O,X,X,X,X,O
SLZJOIT,X,X,O,X,X,X,X,X,X,X,X,X,X,O
SLZOTIJ,X,O,O,X,O,X,X,X,X,X,X,X,O,O
SLZOTJI,X,O,O,X,O,X,X,X,X,X,X,X,O,O
SLZOITJ,X,O,O,X,O,X,X,X,X,X,X,O,X,O
SLZOIJT,X,X,O,X,X,X,X,X,X,X,X,X,X,O
SLZOJTI,X,O,X,X,X,X,X,X,O,X,X,X,X,O
SLZOJIT,X,X,O,X,X,X,X,X,X,X,X,X,X,O
SLOTIJZ,O,X,X,O,X,X,O,X,X,X,X,X,X,X
SLOTIZJ,X,X,O,X,X,X,O,X,X,X,X,X,X,O
SLOTJIZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X
SLOTJZI,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SLOTZIJ,X,O,X,X,X,X,X,X,X,X,X,X,X,O
SLOTZJI,X,O,X,X,X,X,X,X,X,O,X,X,X,O
SLOITJZ,O,X,X,O,X,X,O,X,X,X,X,X,X,X
SLOITZJ,X,X,O,X,X,X,O,X,X,X,X,X,X,O
SLOIJTZ,O,X,X,O,X,X,O,X,X,X,X,X,X,X
SLOIJZT,X,X,O,O,X,X,O,X,X,X,X,X,X,X
SLOIZTJ,X,X,O,X,O,X,O,X,X,X,X,X,X,X
SLOIZJT,X,X,O,X,X,X,O,X,X,X,X,X,X,X
SLOJTIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLOJTZI,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLOJITZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X
SLOJIZT,X,X,O,X,X,X,X,O,X,X,X,X,X,X
SLOJZTI,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLOJZIT,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLOZTIJ,X,O,O,X,O,X,X,X,X,X,X,X,X,O
SLOZTJI,X,O,O,X,O,X,X,X,X,X,X,X,X,O
SLOZITJ,X,O,O,X,O,X,X,X,X,X,X,X,X,O
SLOZIJT,X,X,O,X,X,X,X,X,X,X,X,X,X,O
SLOZJTI,X,O,X,X,X,X,X,X,X,X,X,X,X,O
SLOZJIT,X,X,O,X,X,X,X,X,X,X,X,X,X,O
SJTILZO,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SJTILOZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SJTIZLO,O,X,X,O,X,X,X,X,X,X,X,X,O,X
SJTIZOL,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SJTIOLZ,O,X,X,O,X,X,X,O,X,X,O,X,X,X
SJTIOZL,O,X,X,O,X,X,X,O,X,X,X,X,X,O
SJTLIZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SJTLIOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SJTLZIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SJTLZOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SJTLOIZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X
SJTLOZI,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SJTZILO,O,O,X,X,X,X,X,X,X,X,X,X,O,X
SJTZIOL,O,O,X,X,X,X,X,X,X,X,X,X,O,O
SJTZLIO,X,O,X,X,X,X,X,X,O,X,X,X,O,O
SJTZLOI,X,O,X,X,X,X,X,X,O,X,X,X,O,O
SJTZOIL,O,O,X,X,X,X,X,X,X,X,X,X,O,O
SJTZOLI,X,O,X,X,X,X,X,X,X,X,O,X,O,O
SJTOILZ,O,X,X,O,X,X,X,O,X,X,O,X,X,X
SJTOIZL,O,X,X,O,X,X,X,O,X,X,X,X,X,O
SJTOLIZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X
SJTOLZI,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SJTOZIL,O,O,X,X,X,X,X,X,X,X,X,X,X,O
